Instance ID,Image File,Vertices,Designator
0,pcb_2f_cc_8.png,"[[[2101, 1647], [2100, 1648], [2099, 1648], [2098, 1649], [2098, 1652], [2097, 1653], [2097, 1657], [2096, 1658], [2096, 1666], [2095, 1667], [2095, 1670], [2094, 1671], [2094, 1696], [2095, 1697], [2095, 1699], [2096, 1699], [2097, 1700], [2114, 1700], [2115, 1699], [2116, 1699], [2117, 1698], [2118, 1698], [2119, 1697], [2119, 1685], [2120, 1684], [2120, 1667], [2121, 1666], [2121, 1663], [2122, 1662], [2122, 1660], [2121, 1659], [2121, 1652], [2120, 1651], [2120, 1650], [2118, 1648], [2117, 1648], [2116, 1647]]]",C
1,pcb_2f_cc_8.png,"[[[2095, 1769], [2094, 1770], [2093, 1770], [2093, 1771], [2092, 1772], [2092, 1773], [2091, 1774], [2091, 1780], [2090, 1781], [2090, 1816], [2092, 1818], [2092, 1819], [2093, 1819], [2094, 1820], [2097, 1820], [2098, 1821], [2107, 1821], [2108, 1820], [2112, 1820], [2113, 1819], [2114, 1819], [2114, 1816], [2116, 1814], [2116, 1807], [2117, 1806], [2117, 1785], [2116, 1784], [2116, 1781], [2117, 1780], [2117, 1776], [2118, 1775], [2118, 1773], [2117, 1772], [2117, 1771], [2116, 1770], [2115, 1770], [2114, 1769]]]",C
2,pcb_2f_cc_8.png,"[[[2114, 1934], [2113, 1935], [2112, 1935], [2110, 1937], [2110, 1944], [2109, 1945], [2109, 1973], [2110, 1974], [2110, 1984], [2111, 1984], [2112, 1985], [2117, 1985], [2118, 1986], [2131, 1986], [2132, 1985], [2133, 1985], [2133, 1983], [2134, 1982], [2134, 1974], [2135, 1973], [2135, 1950], [2136, 1949], [2136, 1948], [2137, 1947], [2138, 1947], [2138, 1944], [2137, 1943], [2137, 1941], [2134, 1938], [2134, 1935], [2133, 1935], [2132, 1934]]]",C
3,pcb_2f_cc_8.png,"[[[3291, 2466], [3291, 2493], [3290, 2494], [3291, 2494], [3292, 2495], [3294, 2495], [3295, 2496], [3338, 2496], [3339, 2495], [3340, 2495], [3340, 2488], [3341, 2487], [3341, 2467], [3340, 2467], [3339, 2466]]]",R
4,pcb_2f_cc_8.png,"[[[3163, 2465], [3162, 2466], [3161, 2466], [3161, 2493], [3162, 2493], [3163, 2494], [3180, 2494], [3181, 2495], [3211, 2495], [3212, 2494], [3213, 2494], [3213, 2467], [3212, 2467], [3211, 2466], [3178, 2466], [3177, 2465]]]",R
5,pcb_2f_cc_8.png,"[[[3150, 2286], [3149, 2287], [3147, 2287], [3147, 2340], [3148, 2340], [3149, 2341], [3167, 2341], [3168, 2342], [3175, 2342], [3176, 2341], [3177, 2341], [3177, 2340], [3178, 2339], [3178, 2288], [3177, 2288], [3176, 2287], [3163, 2287], [3162, 2286]]]",R
6,pcb_2f_cc_8.png,"[[[3250, 2290], [3249, 2291], [3248, 2291], [3248, 2331], [3247, 2332], [3247, 2343], [3248, 2343], [3249, 2344], [3276, 2344], [3277, 2343], [3278, 2343], [3278, 2328], [3279, 2327], [3279, 2292], [3278, 2292], [3277, 2291], [3276, 2291], [3275, 2290]]]",R
7,pcb_2f_cc_8.png,"[[[3585, 2625], [3584, 2626], [3583, 2626], [3583, 2676], [3582, 2677], [3582, 2681], [3583, 2681], [3584, 2682], [3601, 2682], [3602, 2683], [3609, 2683], [3610, 2682], [3611, 2682], [3611, 2672], [3612, 2671], [3612, 2627], [3611, 2627], [3610, 2626], [3595, 2626], [3594, 2625]]]",R
8,pcb_2f_cc_8.png,"[[[3494, 2625], [3493, 2626], [3492, 2626], [3492, 2634], [3491, 2635], [3491, 2678], [3492, 2679], [3493, 2679], [3494, 2680], [3517, 2680], [3518, 2679], [3519, 2679], [3520, 2678], [3520, 2631], [3521, 2630], [3521, 2627], [3520, 2626], [3519, 2626], [3518, 2625]]]",R
9,pcb_2f_cc_8.png,"[[[3589, 2486], [3588, 2487], [3587, 2487], [3587, 2508], [3586, 2509], [3586, 2543], [3587, 2543], [3588, 2544], [3614, 2544], [3615, 2543], [3616, 2543], [3616, 2504], [3617, 2503], [3617, 2487], [3616, 2487], [3615, 2486]]]",R
