Instance ID,Image File,Vertices,Designator
0,pcb_50b_cc_26.png,"[[[4041, 1889], [4034, 1888], [4031, 1886], [4028, 1882], [4027, 1880], [4026, 1874], [4029, 1822], [4030, 1821], [4033, 1820], [4042, 1820], [4045, 1778], [4046, 1776], [4048, 1776], [4056, 1775], [4057, 1776], [4059, 1778], [4060, 1780], [4060, 1822], [4127, 1822], [4129, 1781], [4129, 1779], [4131, 1777], [4134, 1775], [4141, 1775], [4143, 1776], [4145, 1777], [4145, 1778], [4147, 1823], [4158, 1823], [4159, 1824], [4160, 1825], [4159, 1887], [4158, 1889], [4154, 1890], [4104, 1892], [4103, 1920], [4103, 1922], [4100, 1925], [4097, 1926], [4088, 1926], [4083, 1921], [4083, 1891], [4056, 1890]]]",IC
1,pcb_50b_cc_26.png,"[[[4053, 1685], [4046, 1684], [4043, 1682], [4040, 1678], [4039, 1676], [4038, 1670], [4041, 1618], [4042, 1617], [4045, 1616], [4054, 1616], [4056, 1573], [4058, 1572], [4060, 1571], [4068, 1571], [4069, 1571], [4071, 1574], [4072, 1575], [4072, 1618], [4139, 1618], [4141, 1576], [4141, 1575], [4143, 1572], [4146, 1571], [4153, 1570], [4155, 1571], [4157, 1572], [4157, 1574], [4159, 1618], [4170, 1618], [4171, 1619], [4172, 1621], [4171, 1683], [4170, 1684], [4166, 1686], [4116, 1688], [4115, 1716], [4115, 1717], [4112, 1721], [4109, 1722], [4100, 1722], [4095, 1717], [4095, 1687], [4068, 1685]]]",IC
2,pcb_50b_cc_26.png,"[[[4098, 1486], [4091, 1485], [4088, 1483], [4085, 1479], [4084, 1477], [4083, 1471], [4086, 1419], [4087, 1418], [4089, 1417], [4099, 1417], [4101, 1375], [4103, 1373], [4105, 1372], [4113, 1372], [4114, 1372], [4116, 1375], [4116, 1377], [4116, 1419], [4184, 1419], [4186, 1378], [4186, 1376], [4188, 1374], [4191, 1372], [4198, 1372], [4200, 1372], [4201, 1373], [4202, 1375], [4204, 1419], [4215, 1419], [4216, 1420], [4217, 1422], [4216, 1484], [4215, 1485], [4210, 1487], [4161, 1489], [4160, 1517], [4160, 1518], [4157, 1522], [4153, 1523], [4145, 1523], [4140, 1518], [4140, 1488], [4113, 1486]]]",IC
3,pcb_50b_cc_26.png,"[[[3899, 1673], [3931, 1673], [3935, 1672], [3938, 1671], [3939, 1669], [3939, 1666], [3938, 1619], [3975, 1619], [3979, 1618], [3981, 1617], [3983, 1614], [3984, 1611], [3984, 1605], [3981, 1602], [3978, 1600], [3975, 1599], [3940, 1599], [3940, 1550], [3937, 1544], [3933, 1542], [3873, 1543], [3872, 1543], [3871, 1545], [3871, 1557], [3834, 1554], [3828, 1554], [3823, 1556], [3821, 1558], [3820, 1560], [3819, 1566], [3821, 1572], [3871, 1575], [3871, 1640], [3853, 1639], [3839, 1639], [3835, 1641], [3832, 1648], [3832, 1653], [3833, 1657], [3835, 1658], [3839, 1660], [3871, 1660], [3872, 1667], [3872, 1670], [3875, 1673], [3879, 1674]]]",IC
4,pcb_50b_cc_26.png,"[[[2268, 2288], [2334, 2287], [2336, 2288], [2336, 2291], [2338, 2419], [2337, 2421], [2335, 2422], [2268, 2422], [2265, 2421], [2265, 2417], [2265, 2292], [2266, 2289]]]",R
5,pcb_50b_cc_26.png,"[[[2832, 1497], [2898, 1496], [2900, 1497], [2900, 1500], [2902, 1627], [2901, 1630], [2899, 1631], [2832, 1631], [2829, 1630], [2829, 1626], [2829, 1501], [2830, 1498]]]",R
6,pcb_50b_cc_26.png,"[[[3081, 1934], [3146, 1933], [3148, 1934], [3148, 1937], [3150, 2065], [3150, 2067], [3148, 2068], [3081, 2068], [3078, 2067], [3077, 2063], [3078, 1938], [3079, 1935]]]",R
7,pcb_50b_cc_26.png,"[[[2636, 2234], [2701, 2233], [2703, 2234], [2704, 2237], [2706, 2365], [2705, 2367], [2703, 2368], [2636, 2369], [2633, 2367], [2633, 2363], [2633, 2238], [2634, 2235]]]",R
8,pcb_50b_cc_26.png,"[[[2749, 2234], [2814, 2233], [2816, 2235], [2816, 2238], [2818, 2365], [2817, 2368], [2815, 2369], [2749, 2369], [2746, 2367], [2745, 2364], [2745, 2238], [2746, 2236]]]",R
9,pcb_50b_cc_26.png,"[[[3481, 1812], [3547, 1811], [3549, 1813], [3549, 1816], [3551, 1943], [3550, 1946], [3548, 1947], [3481, 1947], [3478, 1945], [3478, 1942], [3478, 1816], [3479, 1814]]]",R
