Instance ID,Image File,Vertices,Designator
0,pcb_8b_cc_5.png,"[[[7010, 4294], [7010, 4327], [7074, 4327], [7074, 4294]]]",R
1,pcb_8b_cc_5.png,"[[[7011, 4081], [7011, 4112], [7073, 4112], [7073, 4081], [7058, 4081], [7057, 4082], [7026, 4082], [7025, 4081]]]",R
2,pcb_8b_cc_5.png,"[[[6716, 4013], [6714, 4015], [6714, 4039], [6716, 4041], [6771, 4041], [6772, 4040], [6772, 4014], [6771, 4013]]]",C
3,pcb_8b_cc_5.png,"[[[4237, 4149], [4237, 4182], [4300, 4182], [4300, 4149]]]",R
4,pcb_8b_cc_5.png,"[[[4240, 4009], [4240, 4040], [4301, 4040], [4301, 4009]]]",R
5,pcb_8b_cc_5.png,"[[[4043, 4008], [4043, 4040], [4106, 4040], [4106, 4031], [4107, 4030], [4110, 4030], [4110, 4014], [4107, 4014], [4106, 4013], [4106, 4008]]]",R
6,pcb_8b_cc_5.png,"[[[3866, 4083], [3866, 4117], [3931, 4117], [3931, 4083]]]",R
7,pcb_8b_cc_5.png,"[[[3918, 4010], [3917, 4011], [3868, 4011], [3868, 4045], [3884, 4045], [3885, 4044], [3888, 4044], [3889, 4043], [3931, 4043], [3931, 4010]]]",R
8,pcb_8b_cc_5.png,"[[[4254, 4080], [4253, 4081], [4243, 4081], [4240, 4084], [4240, 4108], [4242, 4110], [4296, 4110], [4299, 4107], [4299, 4082], [4298, 4081], [4297, 4081], [4296, 4080]]]",C
9,pcb_8b_cc_5.png,"[[[3113, 4334], [3112, 4335], [3060, 4335], [3059, 4336], [3053, 4336], [3051, 4338], [3051, 4343], [3050, 4344], [3049, 4344], [3049, 4384], [3050, 4384], [3051, 4385], [3125, 4385], [3126, 4384], [3127, 4384], [3128, 4383], [3128, 4340], [3127, 4339], [3127, 4337], [3126, 4336], [3126, 4335], [3125, 4334]]]",R
10,pcb_8b_cc_5.png,"[[[3054, 4244], [3054, 4293], [3058, 4293], [3059, 4294], [3074, 4294], [3075, 4293], [3111, 4293], [3112, 4294], [3127, 4294], [3127, 4245], [3065, 4245], [3064, 4244]]]",R
11,pcb_8b_cc_5.png,"[[[1903, 4388], [1901, 4390], [1900, 4390], [1899, 4391], [1899, 4392], [1897, 4394], [1897, 4411], [1899, 4413], [1899, 4417], [1955, 4417], [1956, 4416], [1956, 4389], [1955, 4389], [1954, 4388]]]",C
12,pcb_8b_cc_5.png,"[[[1443, 3919], [1442, 3920], [1441, 3920], [1440, 3921], [1439, 3921], [1438, 3922], [1437, 3922], [1437, 3923], [1435, 3925], [1435, 3945], [1436, 3946], [1436, 3948], [1438, 3950], [1479, 3950], [1480, 3951], [1492, 3951], [1493, 3950], [1493, 3947], [1494, 3946], [1494, 3928], [1493, 3927], [1493, 3924], [1492, 3923], [1492, 3922], [1491, 3921], [1491, 3920], [1489, 3920], [1488, 3919]]]",C
13,pcb_8b_cc_5.png,"[[[969, 3924], [969, 3925], [968, 3926], [967, 3926], [966, 3927], [966, 3950], [967, 3950], [970, 3953], [1013, 3953], [1014, 3952], [1016, 3952], [1018, 3950], [1019, 3950], [1020, 3949], [1020, 3927], [1019, 3927], [1018, 3926], [1017, 3926], [1016, 3925], [1016, 3924]]]",C
14,pcb_8b_cc_5.png,"[[[785, 3917], [785, 3918], [784, 3919], [784, 3920], [783, 3921], [783, 3938], [782, 3939], [783, 3940], [783, 3941], [784, 3942], [784, 3943], [785, 3944], [786, 3944], [787, 3945], [832, 3945], [833, 3944], [835, 3944], [836, 3943], [836, 3941], [837, 3940], [837, 3919], [836, 3919], [835, 3918], [834, 3918], [833, 3917]]]",C
15,pcb_8b_cc_5.png,"[[[1023, 4112], [1022, 4113], [1021, 4113], [1019, 4115], [1018, 4115], [1018, 4138], [1019, 4138], [1020, 4139], [1020, 4140], [1021, 4140], [1022, 4141], [1030, 4141], [1031, 4142], [1067, 4142], [1068, 4141], [1070, 4141], [1073, 4138], [1073, 4117], [1068, 4112]]]",C
16,pcb_8b_cc_5.png,"[[[840, 4111], [839, 4112], [838, 4112], [836, 4114], [836, 4115], [835, 4116], [835, 4117], [834, 4118], [834, 4134], [835, 4135], [835, 4136], [838, 4139], [841, 4139], [842, 4140], [888, 4140], [890, 4138], [890, 4137], [891, 4136], [891, 4116], [889, 4114], [888, 4114], [887, 4113], [886, 4113], [885, 4112], [882, 4112], [881, 4111]]]",C
17,pcb_8b_cc_5.png,"[[[1359, 3856], [1359, 3888], [1422, 3888], [1422, 3856]]]",R
18,pcb_8b_cc_5.png,"[[[1005, 4184], [1004, 4185], [1001, 4185], [1001, 4229], [1002, 4230], [1002, 4231], [1076, 4231], [1077, 4230], [1078, 4230], [1078, 4185], [1076, 4185], [1075, 4184]]]",R
19,pcb_8b_cc_5.png,"[[[823, 4179], [822, 4180], [821, 4180], [818, 4183], [818, 4229], [819, 4230], [895, 4230], [895, 4180], [839, 4180], [838, 4179]]]",R
20,pcb_8b_cc_5.png,"[[[953, 3833], [951, 3835], [951, 3883], [1026, 3883], [1026, 3834], [971, 3834], [970, 3833]]]",R
21,pcb_8b_cc_5.png,"[[[770, 3834], [770, 3835], [768, 3837], [768, 3839], [767, 3840], [767, 3881], [768, 3882], [845, 3882], [845, 3834]]]",R
22,pcb_8b_cc_5.png,"[[[7499, 3707], [7498, 3708], [7486, 3708], [7486, 3742], [7525, 3742], [7526, 3741], [7537, 3741], [7538, 3740], [7548, 3740], [7548, 3707]]]",R
