Instance ID,Image File,Vertices,Designator
0,pcb_9b_cc_7.png,"[[[4890, 923], [4889, 924], [4889, 925], [4888, 926], [4885, 926], [4884, 927], [4883, 927], [4883, 950], [4884, 950], [4885, 951], [4885, 952], [4929, 952], [4930, 951], [4932, 951], [4936, 947], [4936, 946], [4937, 945], [4938, 945], [4938, 929], [4937, 929], [4936, 928], [4936, 927], [4934, 925], [4934, 924], [4933, 923]]]",C
1,pcb_9b_cc_7.png,"[[[3975, 918], [3974, 919], [3967, 919], [3966, 920], [3922, 920], [3921, 921], [3920, 921], [3918, 923], [3918, 958], [3919, 959], [3919, 962], [3921, 964], [3921, 965], [3922, 966], [3923, 965], [3924, 966], [3932, 966], [3934, 964], [3972, 964], [3973, 965], [3987, 965], [3987, 964], [3988, 963], [3990, 963], [3990, 930], [3988, 928], [3988, 921], [3987, 920], [3987, 919], [3984, 919], [3983, 918]]]",R
2,pcb_9b_cc_7.png,"[[[3988, 1001], [3988, 1015], [3987, 1016], [3987, 1033], [3988, 1034], [3988, 1035], [4027, 1035], [4028, 1036], [4043, 1036], [4043, 1030], [4044, 1029], [4044, 1004], [4034, 1004], [4033, 1003], [4010, 1003], [4009, 1002], [4009, 1001]]]",R
3,pcb_9b_cc_7.png,"[[[3987, 1076], [3987, 1109], [4043, 1109], [4043, 1076]]]",R
4,pcb_9b_cc_7.png,"[[[3659, 1359], [3658, 1360], [3657, 1360], [3656, 1361], [3594, 1361], [3593, 1362], [3580, 1362], [3579, 1361], [3579, 1360], [3573, 1360], [3572, 1361], [3569, 1361], [3568, 1362], [3565, 1362], [3564, 1363], [3564, 1367], [3563, 1368], [3562, 1368], [3562, 1412], [3563, 1413], [3564, 1413], [3565, 1414], [3565, 1415], [3566, 1416], [3566, 1417], [3567, 1418], [3584, 1418], [3585, 1417], [3637, 1417], [3637, 1416], [3638, 1415], [3648, 1415], [3649, 1416], [3652, 1416], [3653, 1417], [3667, 1417], [3668, 1418], [3669, 1418], [3670, 1417], [3670, 1416], [3671, 1415], [3672, 1415], [3676, 1411], [3677, 1411], [3677, 1365], [3676, 1365], [3675, 1364], [3675, 1363], [3674, 1362], [3674, 1361], [3673, 1361], [3672, 1360], [3669, 1360], [3668, 1359]]]",C
5,pcb_9b_cc_7.png,"[[[3577, 1505], [3576, 1506], [3575, 1506], [3574, 1507], [3567, 1507], [3566, 1508], [3565, 1508], [3565, 1509], [3564, 1510], [3563, 1510], [3563, 1556], [3564, 1556], [3565, 1557], [3565, 1558], [3566, 1559], [3566, 1560], [3567, 1561], [3672, 1561], [3673, 1560], [3673, 1559], [3674, 1558], [3675, 1558], [3675, 1510], [3673, 1510], [3670, 1507], [3667, 1507], [3666, 1506], [3655, 1506], [3654, 1505], [3641, 1505], [3640, 1506], [3580, 1506], [3579, 1505]]]",C
6,pcb_9b_cc_7.png,"[[[2966, 1086], [2965, 1087], [2961, 1087], [2959, 1089], [2959, 1092], [2958, 1093], [2958, 1159], [2957, 1160], [2957, 1179], [2960, 1179], [2961, 1180], [2961, 1181], [2962, 1182], [2977, 1182], [2978, 1181], [2978, 1180], [2980, 1178], [2982, 1178], [2983, 1179], [2986, 1179], [2987, 1180], [2990, 1180], [2991, 1179], [3047, 1179], [3048, 1178], [3054, 1178], [3055, 1177], [3058, 1177], [3059, 1178], [3059, 1179], [3060, 1180], [3060, 1182], [3061, 1183], [3069, 1183], [3069, 1182], [3070, 1181], [3070, 1179], [3071, 1178], [3071, 1177], [3072, 1176], [3072, 1175], [3074, 1173], [3075, 1173], [3075, 1138], [3074, 1137], [3074, 1116], [3075, 1115], [3075, 1094], [3074, 1094], [3071, 1091], [3070, 1091], [3069, 1090], [3069, 1089], [3068, 1088], [2974, 1088], [2972, 1086]]]",C
7,pcb_9b_cc_7.png,"[[[2163, 1268], [2162, 1269], [2161, 1269], [2161, 1298], [2160, 1299], [2159, 1299], [2158, 1300], [2157, 1300], [2157, 1315], [2156, 1316], [2152, 1316], [2151, 1315], [2151, 1314], [2146, 1314], [2145, 1315], [2126, 1315], [2125, 1314], [2125, 1295], [2126, 1294], [2133, 1294], [2133, 1269], [2109, 1269], [2109, 1287], [2108, 1288], [2108, 1312], [2107, 1313], [2106, 1312], [2106, 1311], [2104, 1311], [2104, 1312], [2099, 1317], [2096, 1317], [2094, 1319], [2092, 1319], [2091, 1318], [2089, 1318], [2089, 1319], [2088, 1320], [2086, 1320], [2086, 1344], [2085, 1345], [2085, 1353], [2086, 1354], [2086, 1367], [2085, 1368], [2085, 1417], [2084, 1418], [2084, 1514], [2083, 1515], [2083, 1523], [2085, 1523], [2086, 1524], [2086, 1555], [2087, 1556], [2087, 1568], [2086, 1569], [2086, 1600], [2098, 1600], [2099, 1601], [2106, 1601], [2107, 1602], [2107, 1627], [2109, 1627], [2110, 1628], [2110, 1680], [2116, 1680], [2117, 1679], [2132, 1679], [2131, 1678], [2131, 1631], [2126, 1631], [2125, 1630], [2125, 1608], [2126, 1607], [2132, 1607], [2132, 1606], [2133, 1605], [2148, 1605], [2149, 1606], [2149, 1609], [2152, 1609], [2153, 1610], [2153, 1620], [2154, 1621], [2154, 1628], [2155, 1628], [2158, 1631], [2159, 1631], [2160, 1632], [2160, 1633], [2161, 1634], [2161, 1636], [2160, 1637], [2160, 1653], [2161, 1654], [2161, 1655], [2174, 1655], [2174, 1654], [2175, 1653], [2175, 1648], [2176, 1647], [2176, 1639], [2177, 1638], [2176, 1637], [2176, 1626], [2174, 1626], [2173, 1625], [2173, 1608], [2172, 1607], [2173, 1606], [2179, 1606], [2179, 1604], [2180, 1603], [2200, 1603], [2201, 1604], [2201, 1617], [2202, 1617], [2203, 1618], [2203, 1631], [2204, 1632], [2204, 1643], [2206, 1645], [2206, 1646], [2207, 1647], [2207, 1653], [2208, 1654], [2208, 1655], [2222, 1655], [2223, 1656], [2224, 1656], [2224, 1624], [2223, 1624], [2222, 1623], [2222, 1619], [2220, 1619], [2219, 1618], [2219, 1611], [2218, 1610], [2218, 1604], [2219, 1603], [2226, 1603], [2226, 1602], [2227, 1601], [2247, 1601], [2248, 1602], [2248, 1618], [2247, 1619], [2247, 1620], [2248, 1620], [2249, 1621], [2249, 1644], [2250, 1645], [2250, 1654], [2254, 1654], [2255, 1655], [2259, 1655], [2260, 1656], [2263, 1656], [2264, 1655], [2269, 1655], [2269, 1654], [2270, 1653], [2270, 1650], [2269, 1649], [2269, 1644], [2270, 1643], [2270, 1642], [2272, 1640], [2272, 1624], [2269, 1624], [2268, 1623], [2268, 1606], [2269, 1605], [2273, 1605], [2273, 1604], [2274, 1603], [2294, 1603], [2295, 1604], [2295, 1607], [2296, 1608], [2296, 1639], [2299, 1639], [2300, 1640], [2300, 1641], [2301, 1642], [2301, 1645], [2302, 1646], [2302, 1653], [2303, 1654], [2303, 1655], [2307, 1655], [2308, 1656], [2311, 1656], [2312, 1655], [2316, 1655], [2316, 1654], [2317, 1653], [2317, 1644], [2318, 1643], [2318, 1642], [2319, 1641], [2319, 1625], [2316, 1625], [2315, 1624], [2315, 1614], [2314, 1613], [2314, 1606], [2315, 1605], [2325, 1605], [2325, 1602], [2326, 1601], [2339, 1601], [2340, 1602], [2340, 1638], [2345, 1638], [2346, 1639], [2346, 1640], [2347, 1641], [2347, 1644], [2348, 1645], [2348, 1646], [2349, 1647], [2349, 1653], [2350, 1654], [2350, 1655], [2354, 1655], [2355, 1656], [2361, 1656], [2362, 1655], [2364, 1655], [2364, 1653], [2365, 1652], [2365, 1620], [2362, 1620], [2361, 1619], [2361, 1605], [2362, 1604], [2368, 1604], [2368, 1603], [2369, 1602], [2380, 1602], [2380, 1601], [2381, 1600], [2387, 1600], [2388, 1601], [2388, 1626], [2389, 1627], [2389, 1632], [2391, 1632], [2392, 1633], [2392, 1642], [2391, 1643], [2389, 1643], [2389, 1644], [2392, 1644], [2393, 1645], [2393, 1656], [2413, 1656], [2413, 1644], [2414, 1643], [2414, 1642], [2415, 1641], [2415, 1622], [2410, 1622], [2409, 1621], [2409, 1606], [2410, 1605], [2428, 1605], [2429, 1606], [2435, 1606], [2436, 1607], [2436, 1632], [2437, 1632], [2438, 1633], [2438, 1638], [2440, 1638], [2441, 1639], [2441, 1640], [2442, 1641], [2442, 1642], [2443, 1643], [2443, 1644], [2444, 1645], [2444, 1646], [2445, 1647], [2445, 1654], [2446, 1655], [2446, 1656], [2460, 1656], [2461, 1657], [2461, 1658], [2462, 1659], [2464, 1659], [2463, 1659], [2462, 1658], [2462, 1631], [2461, 1630], [2461, 1619], [2456, 1619], [2455, 1618], [2455, 1605], [2456, 1604], [2483, 1604], [2484, 1605], [2484, 1625], [2485, 1625], [2486, 1626], [2486, 1637], [2488, 1637], [2489, 1638], [2489, 1657], [2507, 1657], [2507, 1648], [2508, 1647], [2508, 1623], [2505, 1623], [2504, 1622], [2504, 1605], [2505, 1604], [2518, 1604], [2519, 1603], [2529, 1603], [2530, 1604], [2530, 1615], [2531, 1615], [2532, 1616], [2532, 1639], [2534, 1639], [2535, 1640], [2535, 1641], [2537, 1641], [2539, 1643], [2539, 1644], [2540, 1645], [2540, 1654], [2541, 1655], [2541, 1656], [2548, 1656], [2549, 1655], [2553, 1655], [2553, 1654], [2554, 1653], [2554, 1642], [2553, 1642], [2552, 1641], [2552, 1616], [2551, 1615], [2551, 1605], [2552, 1604], [2573, 1604], [2574, 1605], [2574, 1608], [2577, 1608], [2578, 1609], [2578, 1632], [2580, 1632], [2582, 1634], [2582, 1635], [2584, 1637], [2584, 1638], [2585, 1639], [2585, 1654], [2586, 1655], [2586, 1656], [2600, 1656], [2600, 1655], [2601, 1654], [2601, 1634], [2600, 1633], [2600, 1632], [2601, 1631], [2601, 1615], [2602, 1614], [2624, 1614], [2625, 1615], [2625, 1623], [2626, 1623], [2627, 1624], [2628, 1624], [2629, 1625], [2629, 1628], [2631, 1628], [2632, 1629], [2632, 1659], [2647, 1659], [2647, 1658], [2648, 1657], [2649, 1657], [2649, 1632], [2648, 1632], [2647, 1631], [2647, 1628], [2646, 1627], [2646, 1625], [2644, 1625], [2643, 1624], [2643, 1600], [2644, 1599], [2652, 1599], [2654, 1601], [2654, 1602], [2656, 1602], [2656, 1601], [2657, 1600], [2658, 1600], [2660, 1598], [2661, 1598], [2661, 1597], [2662, 1596], [2662, 1580], [2663, 1579], [2663, 1508], [2664, 1507], [2664, 1437], [2663, 1436], [2663, 1372], [2664, 1371], [2664, 1333], [2663, 1332], [2663, 1323], [2662, 1322], [2662, 1321], [2661, 1320], [2660, 1320], [2657, 1317], [2656, 1317], [2654, 1315], [2650, 1315], [2648, 1313], [2648, 1294], [2649, 1293], [2651, 1293], [2651, 1280], [2652, 1279], [2652, 1269], [2632, 1269], [2632, 1299], [2631, 1300], [2630, 1300], [2630, 1301], [2629, 1302], [2629, 1310], [2628, 1311], [2627, 1311], [2627, 1314], [2626, 1315], [2602, 1315], [2600, 1313], [2600, 1302], [2601, 1301], [2602, 1301], [2602, 1297], [2603, 1296], [2603, 1269], [2586, 1269], [2586, 1295], [2585, 1296], [2583, 1296], [2583, 1301], [2582, 1302], [2582, 1311], [2581, 1312], [2578, 1312], [2577, 1313], [2574, 1313], [2573, 1314], [2566, 1314], [2565, 1315], [2556, 1315], [2555, 1314], [2555, 1296], [2556, 1295], [2559, 1295], [2560, 1294], [2559, 1293], [2559, 1292], [2558, 1291], [2558, 1282], [2557, 1281], [2557, 1279], [2558, 1278], [2558, 1270], [2538, 1270], [2538, 1278], [2539, 1279], [2539, 1282], [2538, 1283], [2538, 1284], [2537, 1285], [2533, 1285], [2533, 1309], [2532, 1310], [2513, 1310], [2512, 1309], [2512, 1279], [2511, 1278], [2511, 1275], [2512, 1274], [2512, 1270], [2489, 1270], [2489, 1279], [2490, 1280], [2490, 1287], [2489, 1288], [2488, 1288], [2488, 1293], [2487, 1294], [2487, 1302], [2486, 1303], [2486, 1309], [2485, 1310], [2483, 1310], [2482, 1311], [2463, 1311], [2462, 1310], [2462, 1308], [2463, 1307], [2468, 1307], [2465, 1307], [2464, 1306], [2464, 1303], [2463, 1302], [2463, 1270], [2442, 1270], [2442, 1285], [2441, 1286], [2440, 1286], [2440, 1305], [2439, 1306], [2437, 1306], [2437, 1312], [2436, 1313], [2418, 1313], [2417, 1312], [2417, 1307], [2414, 1307], [2413, 1306], [2413, 1299], [2414, 1298], [2415, 1298], [2415, 1270], [2394, 1270], [2394, 1285], [2393, 1286], [2393, 1300], [2392, 1301], [2391, 1301], [2391, 1311], [2390, 1312], [2372, 1312], [2371, 1311], [2371, 1310], [2364, 1310], [2363, 1309], [2363, 1302], [2364, 1301], [2368, 1301], [2368, 1270], [2349, 1270], [2349, 1272], [2348, 1273], [2348, 1274], [2347, 1275], [2345, 1275], [2345, 1302], [2344, 1303], [2343, 1303], [2343, 1309], [2342, 1310], [2326, 1310], [2325, 1309], [2320, 1309], [2319, 1308], [2319, 1292], [2320, 1291], [2321, 1291], [2321, 1270], [2302, 1270], [2302, 1285], [2301, 1286], [2301, 1287], [2300, 1288], [2299, 1288], [2299, 1295], [2298, 1296], [2296, 1296], [2296, 1306], [2295, 1307], [2276, 1307], [2275, 1306], [2275, 1286], [2273, 1284], [2273, 1283], [2272, 1282], [2272, 1277], [2273, 1276], [2274, 1276], [2274, 1270], [2254, 1270], [2253, 1271], [2253, 1280], [2252, 1281], [2251, 1281], [2251, 1288], [2250, 1289], [2250, 1294], [2249, 1295], [2249, 1306], [2248, 1307], [2229, 1307], [2228, 1306], [2228, 1304], [2227, 1303], [2227, 1278], [2226, 1277], [2226, 1269], [2207, 1269], [2207, 1293], [2206, 1294], [2203, 1294], [2202, 1295], [2201, 1294], [2201, 1308], [2200, 1309], [2196, 1309], [2193, 1312], [2190, 1312], [2189, 1313], [2179, 1313], [2178, 1314], [2175, 1314], [2174, 1313], [2174, 1293], [2175, 1292], [2180, 1292], [2180, 1268]]]",IC
8,pcb_9b_cc_7.png,"[[[3156, 932], [3156, 965], [3212, 965], [3212, 932]]]",R
9,pcb_9b_cc_7.png,"[[[3158, 1196], [3158, 1229], [3217, 1229], [3217, 1196]]]",R
