Instance ID,Image File,Vertices,Designator
0,pcb_10b_cc_9.png,"[[[796, 513], [796, 538], [797, 539], [797, 581], [799, 583], [839, 583], [840, 582], [841, 582], [842, 581], [842, 536], [841, 535], [841, 519], [840, 518], [840, 517], [839, 516], [839, 513]]]",C
1,pcb_10b_cc_9.png,"[[[1053, 519], [1053, 588], [1097, 588], [1097, 519]]]",C
2,pcb_10b_cc_9.png,"[[[402, 559], [401, 560], [400, 560], [400, 568], [399, 569], [399, 626], [400, 626], [401, 627], [402, 627], [403, 628], [443, 628], [444, 627], [444, 559], [441, 559], [440, 560], [432, 560], [431, 559]]]",C
3,pcb_10b_cc_9.png,"[[[1823, 527], [1823, 593], [1868, 593], [1868, 527]]]",C
4,pcb_10b_cc_9.png,"[[[892, 704], [892, 776], [936, 776], [937, 775], [940, 775], [940, 706], [939, 705], [939, 704]]]",R
5,pcb_10b_cc_9.png,"[[[1122, 708], [1122, 726], [1123, 727], [1123, 778], [1150, 778], [1151, 777], [1168, 777], [1168, 708]]]",R
6,pcb_10b_cc_9.png,"[[[1238, 710], [1238, 780], [1285, 780], [1285, 710]]]",R
7,pcb_10b_cc_9.png,"[[[1619, 735], [1618, 736], [1590, 736], [1590, 806], [1634, 806], [1634, 735]]]",R
8,pcb_10b_cc_9.png,"[[[1707, 736], [1707, 756], [1708, 757], [1708, 806], [1753, 806], [1753, 736]]]",R
9,pcb_10b_cc_9.png,"[[[1832, 737], [1831, 738], [1799, 738], [1799, 809], [1847, 809], [1847, 737]]]",R
10,pcb_10b_cc_9.png,"[[[2664, 618], [2664, 639], [2663, 640], [2663, 689], [2709, 689], [2709, 618]]]",R
11,pcb_10b_cc_9.png,"[[[3157, 530], [3157, 536], [3156, 537], [3156, 599], [3157, 599], [3158, 600], [3200, 600], [3201, 599], [3201, 530]]]",C
12,pcb_10b_cc_9.png,"[[[2593, 958], [2593, 959], [2592, 960], [2591, 960], [2591, 1026], [2635, 1026], [2635, 976], [2634, 975], [2634, 960], [2633, 959], [2633, 958]]]",C
13,pcb_10b_cc_9.png,"[[[2714, 958], [2714, 1029], [2716, 1029], [2717, 1028], [2757, 1028], [2758, 1027], [2759, 1027], [2760, 1026], [2760, 958]]]",R
14,pcb_10b_cc_9.png,"[[[2803, 957], [2803, 1028], [2848, 1028], [2849, 1027], [2850, 1027], [2850, 957]]]",R
15,pcb_10b_cc_9.png,"[[[2923, 960], [2923, 961], [2922, 962], [2922, 963], [2921, 964], [2921, 1030], [2942, 1030], [2943, 1029], [2965, 1029], [2965, 1015], [2964, 1014], [2964, 1012], [2965, 1011], [2965, 986], [2964, 985], [2964, 983], [2963, 982], [2963, 976], [2964, 975], [2964, 965], [2960, 961], [2960, 960]]]",C
16,pcb_10b_cc_9.png,"[[[3052, 975], [3052, 1042], [3095, 1042], [3095, 975]]]",C
17,pcb_10b_cc_9.png,"[[[3200, 976], [3199, 977], [3154, 977], [3154, 1047], [3158, 1047], [3159, 1046], [3201, 1046], [3201, 976]]]",R
18,pcb_10b_cc_9.png,"[[[3641, 991], [3640, 992], [3586, 992], [3586, 1037], [3616, 1037], [3617, 1036], [3647, 1036], [3647, 991]]]",C
19,pcb_10b_cc_9.png,"[[[3972, 1020], [3972, 1021], [3971, 1022], [3971, 1093], [4018, 1093], [4018, 1035], [4017, 1034], [4017, 1020]]]",R
20,pcb_10b_cc_9.png,"[[[2411, 1143], [2411, 1212], [2456, 1212], [2456, 1143]]]",C
21,pcb_10b_cc_9.png,"[[[2510, 1143], [2510, 1215], [2556, 1215], [2556, 1161], [2555, 1160], [2555, 1143]]]",R
22,pcb_10b_cc_9.png,"[[[2686, 1145], [2686, 1217], [2733, 1217], [2733, 1145]]]",R
23,pcb_10b_cc_9.png,"[[[2922, 1149], [2922, 1203], [2923, 1204], [2923, 1219], [2968, 1219], [2968, 1149]]]",R
24,pcb_10b_cc_9.png,"[[[3040, 1134], [3040, 1204], [3064, 1204], [3065, 1203], [3082, 1203], [3082, 1134]]]",C
25,pcb_10b_cc_9.png,"[[[3158, 1135], [3158, 1207], [3203, 1207], [3203, 1145], [3202, 1144], [3202, 1135]]]",R
26,pcb_10b_cc_9.png,"[[[2589, 1330], [2589, 1400], [2633, 1400], [2633, 1330]]]",R
27,pcb_10b_cc_9.png,"[[[2687, 1334], [2687, 1402], [2700, 1402], [2701, 1401], [2730, 1401], [2730, 1334]]]",C
28,pcb_10b_cc_9.png,"[[[2799, 1332], [2799, 1362], [2800, 1363], [2800, 1402], [2845, 1402], [2845, 1398], [2844, 1397], [2844, 1332]]]",R
29,pcb_10b_cc_9.png,"[[[2933, 1337], [2932, 1338], [2931, 1338], [2930, 1339], [2927, 1339], [2927, 1340], [2926, 1341], [2922, 1341], [2922, 1403], [2925, 1403], [2926, 1404], [2929, 1404], [2930, 1405], [2960, 1405], [2961, 1404], [2962, 1404], [2962, 1403], [2963, 1402], [2964, 1402], [2964, 1341], [2960, 1341], [2959, 1340], [2959, 1339], [2954, 1339], [2952, 1337]]]",C
