Instance ID,Image File,Vertices,Designator
0,pcb_52b_cc_31.png,"[[[2664, 3294], [2686, 3294], [2688, 3294], [2688, 3293], [2689, 3291], [2689, 3281], [2688, 3280], [2686, 3279], [2664, 3280], [2664, 3280], [2662, 3281], [2661, 3282], [2662, 3293], [2662, 3293], [2663, 3294]]]",
1,pcb_52b_cc_31.png,"[[[2665, 3267], [2687, 3267], [2688, 3267], [2689, 3266], [2689, 3264], [2689, 3254], [2688, 3253], [2686, 3252], [2665, 3253], [2664, 3253], [2663, 3254], [2662, 3255], [2662, 3266], [2662, 3266], [2663, 3267]]]",
2,pcb_52b_cc_31.png,"[[[2460, 3735], [2482, 3735], [2484, 3734], [2484, 3733], [2485, 3731], [2485, 3721], [2484, 3720], [2482, 3720], [2460, 3720], [2460, 3720], [2458, 3721], [2457, 3722], [2458, 3733], [2458, 3734], [2459, 3734]]]",
3,pcb_52b_cc_31.png,"[[[2460, 3761], [2482, 3761], [2483, 3761], [2484, 3760], [2484, 3758], [2484, 3748], [2483, 3747], [2481, 3746], [2460, 3747], [2459, 3747], [2458, 3748], [2457, 3749], [2457, 3759], [2457, 3760], [2458, 3761]]]",
4,pcb_52b_cc_31.png,"[[[2464, 3968], [2486, 3968], [2487, 3967], [2488, 3967], [2488, 3965], [2488, 3955], [2487, 3954], [2485, 3953], [2464, 3953], [2463, 3954], [2462, 3955], [2461, 3956], [2461, 3966], [2461, 3967], [2462, 3968]]]",
5,pcb_52b_cc_31.png,"[[[2463, 3995], [2485, 3994], [2486, 3994], [2487, 3993], [2488, 3991], [2488, 3981], [2487, 3980], [2484, 3980], [2463, 3980], [2463, 3980], [2461, 3981], [2460, 3982], [2460, 3993], [2461, 3994], [2461, 3994]]]",
6,pcb_52b_cc_31.png,"[[[2456, 4204], [2478, 4204], [2479, 4203], [2480, 4202], [2481, 4200], [2481, 4190], [2480, 4189], [2478, 4189], [2456, 4189], [2456, 4189], [2454, 4190], [2453, 4191], [2453, 4202], [2454, 4203], [2454, 4203]]]",
7,pcb_52b_cc_31.png,"[[[2455, 4231], [2477, 4231], [2478, 4231], [2479, 4230], [2480, 4228], [2480, 4218], [2479, 4217], [2477, 4216], [2455, 4217], [2455, 4217], [2453, 4218], [2452, 4219], [2452, 4230], [2453, 4230], [2453, 4231]]]",
8,pcb_52b_cc_31.png,"[[[2453, 4699], [2474, 4699], [2476, 4699], [2477, 4698], [2477, 4696], [2477, 4686], [2477, 4685], [2476, 4684], [2474, 4684], [2452, 4684], [2451, 4684], [2450, 4685], [2450, 4686], [2449, 4688], [2450, 4697], [2450, 4698], [2451, 4699]]]",
9,pcb_52b_cc_31.png,"[[[2452, 4672], [2475, 4672], [2476, 4671], [2477, 4668], [2477, 4659], [2476, 4658], [2475, 4657], [2474, 4657], [2451, 4657], [2449, 4657], [2449, 4658], [2448, 4658], [2449, 4669], [2449, 4671], [2450, 4672]]]",
10,pcb_52b_cc_31.png,"[[[2411, 5258], [2433, 5258], [2434, 5257], [2435, 5257], [2435, 5246], [2434, 5244], [2434, 5244], [2432, 5243], [2411, 5244], [2409, 5244], [2409, 5245], [2408, 5247], [2408, 5256], [2408, 5257], [2409, 5258]]]",
11,pcb_52b_cc_31.png,"[[[2421, 5184], [2446, 5183], [2448, 5182], [2449, 5181], [2449, 5180], [2449, 5168], [2448, 5167], [2447, 5166], [2446, 5166], [2418, 5167], [2417, 5167], [2416, 5168], [2416, 5169], [2416, 5181], [2417, 5182], [2417, 5183], [2418, 5184], [2419, 5184]]]",
12,pcb_52b_cc_31.png,"[[[2358, 5068], [2358, 5104], [2359, 5106], [2360, 5107], [2361, 5107], [2376, 5107], [2378, 5107], [2379, 5106], [2379, 5104], [2379, 5064], [2378, 5063], [2377, 5062], [2361, 5062], [2359, 5063], [2358, 5065]]]",
13,pcb_52b_cc_31.png,"[[[2299, 5082], [2336, 5082], [2338, 5082], [2339, 5081], [2340, 5080], [2340, 5060], [2340, 5057], [2339, 5056], [2339, 5055], [2338, 5055], [2296, 5055], [2295, 5056], [2293, 5057], [2293, 5059], [2293, 5079], [2294, 5081], [2295, 5081]]]",
14,pcb_52b_cc_31.png,"[[[2348, 4992], [2371, 4992], [2372, 4991], [2373, 4989], [2373, 4977], [2372, 4976], [2371, 4976], [2347, 4976], [2345, 4977], [2343, 4978], [2343, 4980], [2343, 4990], [2343, 4991], [2345, 4992]]]",
15,pcb_52b_cc_31.png,"[[[2349, 4965], [2371, 4965], [2373, 4965], [2374, 4962], [2373, 4951], [2373, 4950], [2372, 4950], [2348, 4950], [2345, 4950], [2344, 4951], [2343, 4953], [2343, 4963], [2344, 4965], [2345, 4965]]]",
16,pcb_52b_cc_31.png,"[[[2298, 4965], [2320, 4965], [2322, 4964], [2322, 4962], [2322, 4950], [2321, 4949], [2321, 4949], [2296, 4949], [2294, 4950], [2293, 4951], [2292, 4953], [2292, 4963], [2293, 4964], [2294, 4965]]]",
17,pcb_52b_cc_31.png,"[[[4375, 3869], [4397, 3869], [4398, 3868], [4400, 3868], [4400, 3867], [4400, 3855], [4399, 3854], [4397, 3854], [4376, 3854], [4375, 3854], [4373, 3855], [4373, 3856], [4373, 3866], [4373, 3867], [4374, 3869]]]",
18,pcb_52b_cc_31.png,"[[[4294, 4075], [4333, 4077], [4334, 4078], [4334, 4078], [4335, 4080], [4334, 4101], [4334, 4102], [4333, 4103], [4332, 4104], [4290, 4103], [4289, 4102], [4288, 4101], [4288, 4099], [4288, 4077], [4289, 4076], [4290, 4075]]]",
19,pcb_52b_cc_31.png,"[[[2413, 5218], [2414, 5197], [2415, 5196], [2416, 5195], [2426, 5195], [2428, 5196], [2427, 5222], [2426, 5226], [2425, 5227], [2424, 5227], [2416, 5228], [2414, 5226], [2414, 5225]]]",
20,pcb_52b_cc_31.png,"[[[2483, 5211], [2513, 5211], [2513, 5211], [2514, 5209], [2514, 5194], [2513, 5194], [2484, 5193], [2482, 5193], [2481, 5194], [2480, 5209], [2481, 5211]]]",
21,pcb_52b_cc_31.png,"[[[2572, 5196], [2572, 5176], [2573, 5175], [2584, 5175], [2585, 5175], [2586, 5176], [2585, 5203], [2584, 5204], [2583, 5205], [2575, 5205], [2573, 5204], [2572, 5203], [2572, 5201]]]",
22,pcb_52b_cc_31.png,"[[[1450, 5160], [1470, 5159], [1473, 5161], [1473, 5175], [1470, 5176], [1450, 5176], [1448, 5174], [1447, 5162]]]",
23,pcb_52b_cc_31.png,"[[[1373, 5156], [1393, 5156], [1396, 5157], [1396, 5171], [1394, 5173], [1373, 5173], [1371, 5171], [1371, 5158]]]",
24,pcb_52b_cc_31.png,"[[[161, 5246], [157, 5257], [156, 5261], [157, 5264], [158, 5276], [159, 5279], [158, 5350], [159, 5355], [160, 5358], [161, 5360], [166, 5361], [262, 5362], [306, 5364], [309, 5362], [312, 5359], [314, 5353], [313, 5265], [314, 5260], [312, 5254], [312, 5249], [310, 5248], [293, 5248], [291, 5250], [290, 5254], [277, 5253], [278, 5249], [279, 5246], [279, 5233], [277, 5232], [275, 5232], [272, 5232], [271, 5233], [271, 5245], [270, 5246], [269, 5253], [262, 5253], [263, 5250], [263, 5244], [263, 5240], [265, 5237], [265, 5236], [263, 5233], [260, 5233], [258, 5233], [255, 5235], [256, 5247], [255, 5254], [247, 5253], [249, 5249], [249, 5246], [248, 5245], [248, 5242], [250, 5239], [250, 5239], [251, 5235], [250, 5234], [249, 5233], [246, 5232], [242, 5232], [241, 5234], [241, 5253], [233, 5253], [235, 5247], [234, 5245], [234, 5240], [236, 5237], [237, 5236], [237, 5234], [236, 5233], [235, 5232], [233, 5232], [228, 5232], [227, 5232], [227, 5233], [227, 5246], [226, 5250], [226, 5252], [219, 5253], [220, 5248], [220, 5245], [219, 5244], [220, 5238], [221, 5236], [221, 5233], [220, 5232], [218, 5232], [213, 5232], [212, 5232], [212, 5244], [211, 5253], [204, 5252], [205, 5249], [204, 5243], [205, 5238], [206, 5237], [207, 5236], [206, 5234], [206, 5232], [198, 5232], [197, 5233], [196, 5234], [196, 5236], [198, 5241], [198, 5245], [197, 5251], [182, 5251], [180, 5249], [180, 5246]]]",
25,pcb_52b_cc_31.png,"[[[108, 3325], [47, 3323], [49, 3324], [26, 3333], [22, 3333], [17, 3329], [0, 3339], [0, 4465], [9, 4468], [66, 4469], [70, 4472], [71, 4512], [71, 4515], [77, 4519], [108, 4517]]]",
26,pcb_52b_cc_31.png,"[[[570, 4281], [575, 4282], [577, 4284], [578, 4287], [578, 4289], [576, 4292], [574, 4293], [574, 4295], [577, 4296], [578, 4301], [578, 4304], [576, 4307], [573, 4308], [573, 4310], [576, 4311], [577, 4313], [577, 4319], [576, 4322], [573, 4322], [573, 4324], [576, 4325], [577, 4327], [577, 4331], [577, 4334], [576, 4336], [572, 4337], [553, 4337], [549, 4336], [548, 4333], [547, 4326], [548, 4324], [552, 4323], [554, 4323], [554, 4321], [548, 4322], [547, 4319], [548, 4309], [551, 4309], [553, 4309], [553, 4306], [549, 4307], [548, 4306], [549, 4295], [552, 4294], [554, 4295], [554, 4292], [551, 4292], [548, 4292], [548, 4287], [549, 4283], [551, 4281]]]",
27,pcb_52b_cc_31.png,"[[[572, 3607], [577, 3607], [579, 3609], [580, 3612], [580, 3615], [578, 3617], [576, 3619], [576, 3621], [579, 3622], [580, 3626], [580, 3629], [578, 3633], [576, 3633], [576, 3635], [578, 3636], [579, 3639], [580, 3645], [578, 3647], [575, 3648], [575, 3649], [578, 3650], [579, 3653], [580, 3657], [579, 3659], [578, 3661], [574, 3662], [555, 3662], [551, 3661], [550, 3659], [550, 3651], [550, 3649], [554, 3649], [556, 3649], [556, 3647], [551, 3647], [549, 3644], [550, 3635], [553, 3634], [555, 3635], [555, 3632], [551, 3632], [550, 3632], [551, 3620], [554, 3620], [556, 3621], [556, 3617], [553, 3618], [551, 3617], [550, 3612], [551, 3609], [553, 3606]]]",
28,pcb_52b_cc_31.png,"[[[3437, 2911], [3457, 2911], [3459, 2912], [3459, 2914], [3460, 2927], [3459, 2928], [3458, 2928], [3433, 2928], [3431, 2928], [3430, 2926], [3429, 2925], [3429, 2913], [3431, 2911], [3432, 2911]]]",
29,pcb_52b_cc_31.png,"[[[3444, 3002], [3444, 2977], [3445, 2975], [3447, 2974], [3457, 2975], [3459, 2976], [3460, 2977], [3460, 3005], [3459, 3007], [3459, 3008], [3455, 3009], [3450, 3009], [3447, 3008], [3444, 3005]]]",
30,pcb_52b_cc_31.png,"[[[4516, 4290], [4539, 4290], [4540, 4291], [4541, 4292], [4541, 4304], [4540, 4305], [4537, 4306], [4515, 4306], [4513, 4305], [4513, 4304], [4513, 4292], [4514, 4291]]]",
31,pcb_52b_cc_31.png,"[[[4199, 4268], [4200, 4269], [4201, 4270], [4202, 4272], [4202, 4283], [4201, 4284], [4199, 4284], [4175, 4284], [4173, 4282], [4174, 4270], [4174, 4269], [4176, 4268]]]",
32,pcb_52b_cc_31.png,"[[[3663, 4400], [3686, 4400], [3688, 4400], [3689, 4401], [3689, 4413], [3688, 4414], [3686, 4415], [3664, 4415], [3662, 4414], [3661, 4413], [3661, 4402], [3662, 4401]]]",
33,pcb_52b_cc_31.png,"[[[3792, 3406], [3795, 3407], [3797, 3409], [3797, 3431], [3796, 3433], [3794, 3435], [3751, 3435], [3748, 3434], [3747, 3433], [3747, 3409], [3748, 3407], [3750, 3406]]]",
34,pcb_52b_cc_31.png,"[[[3701, 3608], [3723, 3608], [3724, 3608], [3725, 3606], [3725, 3593], [3724, 3591], [3722, 3590], [3701, 3590], [3698, 3590], [3696, 3593], [3696, 3606], [3698, 3608]]]",
35,pcb_52b_cc_31.png,"[[[3475, 3399], [3498, 3398], [3499, 3397], [3500, 3396], [3500, 3385], [3499, 3383], [3498, 3383], [3473, 3383], [3472, 3384], [3472, 3385], [3472, 3398], [3473, 3399]]]",
36,pcb_52b_cc_31.png,"[[[3528, 3447], [3567, 3448], [3569, 3448], [3570, 3450], [3571, 3452], [3571, 3470], [3570, 3472], [3569, 3473], [3567, 3473], [3527, 3473], [3525, 3472], [3524, 3471], [3525, 3449], [3525, 3448], [3526, 3447]]]",
37,pcb_52b_cc_31.png,"[[[3522, 3497], [3578, 3498], [3582, 3498], [3585, 3499], [3586, 3501], [3586, 3553], [3584, 3557], [3583, 3558], [3580, 3559], [3522, 3559], [3519, 3558], [3516, 3557], [3515, 3556], [3514, 3552], [3514, 3503], [3515, 3500], [3516, 3498], [3517, 3498]]]",
38,pcb_52b_cc_31.png,"[[[3687, 3335], [3690, 3335], [3691, 3334], [3692, 3320], [3690, 3318], [3688, 3317], [3665, 3317], [3663, 3317], [3661, 3319], [3661, 3333], [3662, 3335], [3664, 3335]]]",
39,pcb_52b_cc_31.png,"[[[3476, 3283], [3501, 3282], [3504, 3281], [3506, 3276], [3506, 3270], [3504, 3267], [3500, 3265], [3475, 3265], [3471, 3268], [3470, 3272], [3470, 3279], [3472, 3282]]]",
