Instance ID,Image File,Vertices,Designator
0,pcb_9b_cc_10.png,"[[[4890, 1010], [4889, 1011], [4889, 1012], [4888, 1013], [4885, 1013], [4884, 1014], [4883, 1014], [4883, 1035], [4935, 1035], [4936, 1034], [4936, 1033], [4937, 1032], [4938, 1032], [4938, 1016], [4937, 1016], [4936, 1015], [4936, 1014], [4934, 1012], [4934, 1011], [4933, 1010]]]",C
1,pcb_9b_cc_10.png,"[[[3967, 1010], [3966, 1011], [3922, 1011], [3921, 1012], [3920, 1012], [3918, 1014], [3918, 1050], [3919, 1051], [3919, 1053], [3989, 1053], [3989, 1021], [3988, 1020], [3988, 1012], [3987, 1011], [3987, 1010]]]",R
2,pcb_9b_cc_10.png,"[[[3987, 1092], [3987, 1100], [3988, 1101], [3988, 1106], [3987, 1107], [3987, 1125], [3988, 1126], [3988, 1127], [3994, 1127], [3995, 1126], [4027, 1126], [4028, 1127], [4043, 1127], [4043, 1121], [4044, 1120], [4044, 1095], [4034, 1095], [4033, 1094], [4010, 1094], [4009, 1093], [4009, 1092]]]",R
3,pcb_9b_cc_10.png,"[[[4029, 1167], [4028, 1168], [3987, 1168], [3987, 1201], [4044, 1201], [4044, 1199], [4043, 1198], [4043, 1167]]]",R
4,pcb_9b_cc_10.png,"[[[3614, 1454], [3613, 1455], [3596, 1455], [3595, 1456], [3582, 1456], [3581, 1455], [3571, 1455], [3570, 1456], [3567, 1456], [3566, 1457], [3566, 1461], [3565, 1462], [3564, 1462], [3564, 1507], [3565, 1507], [3566, 1508], [3566, 1509], [3567, 1510], [3567, 1511], [3567, 1510], [3568, 1509], [3671, 1509], [3672, 1508], [3673, 1508], [3677, 1504], [3678, 1504], [3678, 1458], [3677, 1458], [3676, 1457], [3676, 1456], [3675, 1455], [3675, 1454]]]",C
5,pcb_9b_cc_10.png,"[[[3579, 1598], [3578, 1599], [3577, 1599], [3576, 1600], [3569, 1600], [3568, 1601], [3567, 1601], [3567, 1602], [3566, 1603], [3565, 1603], [3565, 1649], [3566, 1649], [3567, 1650], [3567, 1651], [3568, 1652], [3568, 1653], [3569, 1654], [3675, 1654], [3676, 1653], [3676, 1652], [3677, 1651], [3678, 1651], [3678, 1627], [3677, 1626], [3677, 1603], [3675, 1603], [3672, 1600], [3669, 1600], [3668, 1599], [3657, 1599], [3656, 1598], [3643, 1598], [3642, 1599], [3582, 1599], [3581, 1598]]]",C
6,pcb_9b_cc_10.png,"[[[2960, 1183], [2959, 1184], [2959, 1275], [2958, 1276], [2957, 1276], [2960, 1276], [2961, 1277], [2961, 1278], [2962, 1279], [2976, 1279], [2977, 1278], [2977, 1277], [2979, 1275], [2981, 1275], [2982, 1276], [2985, 1276], [2986, 1277], [2989, 1277], [2990, 1276], [3013, 1276], [3014, 1275], [3047, 1275], [3048, 1274], [3054, 1274], [3055, 1273], [3058, 1273], [3059, 1274], [3059, 1275], [3060, 1276], [3060, 1277], [3069, 1277], [3070, 1276], [3070, 1275], [3071, 1274], [3071, 1273], [3072, 1272], [3072, 1271], [3074, 1269], [3075, 1269], [3075, 1234], [3074, 1233], [3074, 1229], [3073, 1228], [3073, 1212], [3074, 1211], [3074, 1190], [3073, 1190], [3070, 1187], [3069, 1187], [3068, 1186], [3068, 1185], [3067, 1184], [2973, 1184], [2972, 1183]]]",C
7,pcb_9b_cc_10.png,"[[[2586, 1367], [2586, 1393], [2585, 1394], [2583, 1394], [2583, 1399], [2582, 1400], [2582, 1409], [2581, 1410], [2578, 1410], [2577, 1411], [2574, 1411], [2573, 1412], [2566, 1412], [2565, 1413], [2556, 1413], [2555, 1412], [2555, 1394], [2556, 1393], [2559, 1393], [2560, 1392], [2559, 1391], [2559, 1390], [2558, 1389], [2558, 1380], [2557, 1379], [2557, 1377], [2558, 1376], [2558, 1368], [2537, 1368], [2537, 1376], [2538, 1377], [2538, 1378], [2539, 1379], [2539, 1380], [2538, 1381], [2538, 1382], [2537, 1383], [2532, 1383], [2532, 1384], [2533, 1385], [2533, 1407], [2532, 1408], [2530, 1408], [2529, 1409], [2513, 1409], [2512, 1408], [2512, 1404], [2511, 1403], [2511, 1377], [2510, 1376], [2510, 1373], [2511, 1372], [2511, 1368], [2489, 1368], [2489, 1386], [2488, 1387], [2487, 1387], [2487, 1392], [2486, 1393], [2486, 1401], [2485, 1402], [2485, 1408], [2484, 1409], [2482, 1409], [2481, 1410], [2463, 1410], [2462, 1409], [2462, 1407], [2463, 1406], [2468, 1406], [2465, 1406], [2464, 1405], [2464, 1402], [2463, 1401], [2463, 1369], [2442, 1369], [2442, 1384], [2441, 1385], [2440, 1385], [2440, 1404], [2439, 1405], [2437, 1405], [2437, 1411], [2436, 1412], [2418, 1412], [2417, 1411], [2417, 1406], [2414, 1406], [2413, 1405], [2413, 1398], [2414, 1397], [2415, 1397], [2415, 1394], [2414, 1393], [2414, 1369], [2393, 1369], [2393, 1384], [2392, 1385], [2392, 1399], [2391, 1400], [2390, 1400], [2390, 1410], [2389, 1411], [2371, 1411], [2370, 1410], [2370, 1409], [2363, 1409], [2362, 1408], [2362, 1401], [2363, 1400], [2367, 1400], [2367, 1369], [2349, 1369], [2349, 1371], [2348, 1372], [2348, 1373], [2347, 1374], [2345, 1374], [2345, 1401], [2344, 1402], [2343, 1402], [2343, 1408], [2342, 1409], [2326, 1409], [2325, 1408], [2320, 1408], [2319, 1407], [2319, 1391], [2320, 1390], [2321, 1390], [2321, 1385], [2320, 1384], [2320, 1369], [2301, 1369], [2301, 1384], [2300, 1385], [2300, 1386], [2299, 1387], [2298, 1387], [2298, 1395], [2297, 1396], [2295, 1396], [2295, 1406], [2294, 1407], [2275, 1407], [2274, 1406], [2274, 1386], [2272, 1384], [2272, 1383], [2271, 1382], [2271, 1377], [2272, 1376], [2273, 1376], [2273, 1369], [2267, 1369], [2266, 1370], [2253, 1370], [2252, 1371], [2252, 1380], [2251, 1381], [2250, 1381], [2250, 1388], [2249, 1389], [2249, 1394], [2248, 1395], [2248, 1406], [2247, 1407], [2228, 1407], [2227, 1406], [2227, 1379], [2225, 1377], [2225, 1369], [2206, 1369], [2206, 1393], [2205, 1394], [2202, 1394], [2201, 1395], [2200, 1394], [2200, 1407], [2201, 1408], [2200, 1409], [2195, 1409], [2192, 1412], [2189, 1412], [2188, 1413], [2178, 1413], [2177, 1414], [2174, 1414], [2173, 1413], [2173, 1393], [2174, 1392], [2179, 1392], [2179, 1368], [2162, 1368], [2161, 1369], [2160, 1369], [2160, 1398], [2159, 1399], [2158, 1399], [2157, 1400], [2156, 1400], [2156, 1415], [2155, 1416], [2151, 1416], [2150, 1415], [2150, 1414], [2145, 1414], [2144, 1415], [2125, 1415], [2124, 1414], [2124, 1395], [2125, 1394], [2132, 1394], [2132, 1378], [2131, 1377], [2131, 1369], [2108, 1369], [2108, 1387], [2107, 1388], [2107, 1404], [2108, 1405], [2108, 1413], [2107, 1414], [2106, 1413], [2106, 1412], [2104, 1412], [2104, 1413], [2099, 1418], [2096, 1418], [2094, 1420], [2091, 1420], [2090, 1419], [2088, 1419], [2088, 1420], [2087, 1421], [2085, 1421], [2085, 1428], [2086, 1429], [2086, 1445], [2085, 1446], [2085, 1468], [2084, 1469], [2084, 1517], [2083, 1518], [2083, 1533], [2084, 1534], [2084, 1615], [2083, 1616], [2083, 1624], [2085, 1624], [2086, 1625], [2086, 1633], [2087, 1634], [2087, 1668], [2086, 1669], [2086, 1701], [2094, 1701], [2095, 1700], [2098, 1700], [2099, 1701], [2106, 1701], [2107, 1702], [2107, 1714], [2108, 1715], [2108, 1728], [2110, 1728], [2111, 1729], [2111, 1781], [2117, 1781], [2118, 1780], [2132, 1780], [2132, 1731], [2130, 1731], [2129, 1732], [2127, 1732], [2126, 1731], [2126, 1708], [2127, 1707], [2133, 1707], [2133, 1706], [2134, 1705], [2149, 1705], [2150, 1706], [2150, 1709], [2153, 1709], [2154, 1710], [2154, 1720], [2155, 1721], [2155, 1728], [2156, 1728], [2160, 1732], [2160, 1733], [2161, 1734], [2161, 1736], [2160, 1737], [2160, 1753], [2161, 1754], [2161, 1755], [2175, 1755], [2175, 1754], [2176, 1753], [2176, 1748], [2177, 1747], [2177, 1744], [2176, 1743], [2176, 1739], [2177, 1738], [2176, 1737], [2176, 1726], [2174, 1726], [2173, 1725], [2173, 1707], [2174, 1706], [2179, 1706], [2179, 1704], [2180, 1703], [2200, 1703], [2201, 1704], [2201, 1717], [2203, 1717], [2204, 1718], [2204, 1731], [2205, 1732], [2205, 1743], [2207, 1745], [2207, 1746], [2208, 1747], [2208, 1753], [2209, 1754], [2209, 1755], [2223, 1755], [2224, 1756], [2225, 1756], [2225, 1724], [2224, 1724], [2223, 1723], [2223, 1719], [2221, 1719], [2220, 1718], [2220, 1711], [2219, 1710], [2219, 1704], [2220, 1703], [2227, 1703], [2227, 1702], [2228, 1701], [2248, 1701], [2249, 1702], [2249, 1718], [2248, 1719], [2248, 1720], [2249, 1720], [2250, 1721], [2250, 1744], [2251, 1745], [2251, 1754], [2255, 1754], [2256, 1755], [2260, 1755], [2261, 1756], [2264, 1756], [2265, 1755], [2270, 1755], [2270, 1754], [2271, 1753], [2271, 1751], [2270, 1750], [2270, 1744], [2271, 1743], [2271, 1742], [2273, 1740], [2273, 1724], [2270, 1724], [2269, 1723], [2269, 1706], [2270, 1705], [2274, 1705], [2274, 1704], [2275, 1703], [2285, 1703], [2286, 1702], [2295, 1702], [2296, 1703], [2296, 1725], [2297, 1726], [2297, 1739], [2300, 1739], [2301, 1740], [2301, 1741], [2302, 1742], [2302, 1745], [2303, 1746], [2303, 1753], [2304, 1754], [2304, 1755], [2308, 1755], [2309, 1756], [2312, 1756], [2313, 1755], [2317, 1755], [2317, 1754], [2318, 1753], [2318, 1744], [2319, 1743], [2319, 1742], [2320, 1741], [2320, 1724], [2317, 1724], [2316, 1723], [2316, 1713], [2315, 1712], [2315, 1706], [2314, 1705], [2315, 1704], [2326, 1704], [2326, 1701], [2327, 1700], [2340, 1700], [2341, 1701], [2341, 1737], [2346, 1737], [2347, 1738], [2347, 1739], [2348, 1740], [2348, 1743], [2349, 1744], [2349, 1745], [2350, 1746], [2350, 1752], [2351, 1753], [2351, 1754], [2355, 1754], [2356, 1755], [2362, 1755], [2363, 1754], [2365, 1754], [2365, 1752], [2366, 1751], [2366, 1719], [2363, 1719], [2362, 1718], [2362, 1704], [2363, 1703], [2369, 1703], [2369, 1702], [2370, 1701], [2381, 1701], [2381, 1700], [2382, 1699], [2388, 1699], [2389, 1700], [2389, 1725], [2390, 1726], [2390, 1731], [2392, 1731], [2393, 1732], [2393, 1733], [2394, 1734], [2394, 1741], [2393, 1742], [2391, 1742], [2391, 1743], [2394, 1743], [2395, 1744], [2395, 1755], [2414, 1755], [2414, 1743], [2415, 1742], [2415, 1741], [2416, 1740], [2416, 1721], [2412, 1721], [2411, 1720], [2411, 1716], [2410, 1715], [2410, 1705], [2411, 1704], [2429, 1704], [2430, 1705], [2436, 1705], [2437, 1706], [2437, 1731], [2438, 1731], [2439, 1732], [2439, 1737], [2441, 1737], [2442, 1738], [2442, 1739], [2443, 1740], [2443, 1741], [2444, 1742], [2444, 1743], [2445, 1744], [2445, 1745], [2446, 1746], [2446, 1753], [2447, 1754], [2447, 1755], [2461, 1755], [2462, 1756], [2462, 1757], [2463, 1758], [2465, 1758], [2464, 1758], [2463, 1757], [2463, 1730], [2462, 1729], [2462, 1718], [2457, 1718], [2456, 1717], [2456, 1704], [2457, 1703], [2473, 1703], [2474, 1702], [2484, 1702], [2485, 1703], [2485, 1724], [2486, 1724], [2487, 1725], [2487, 1736], [2489, 1736], [2490, 1737], [2490, 1745], [2491, 1746], [2491, 1756], [2509, 1756], [2509, 1747], [2510, 1746], [2510, 1727], [2509, 1726], [2509, 1721], [2506, 1721], [2505, 1720], [2505, 1703], [2506, 1702], [2519, 1702], [2520, 1701], [2530, 1701], [2531, 1702], [2531, 1706], [2532, 1707], [2532, 1713], [2533, 1713], [2534, 1714], [2534, 1737], [2536, 1737], [2537, 1738], [2537, 1739], [2538, 1739], [2540, 1741], [2540, 1742], [2541, 1743], [2541, 1752], [2542, 1753], [2542, 1754], [2549, 1754], [2550, 1753], [2554, 1753], [2554, 1752], [2555, 1751], [2555, 1740], [2554, 1740], [2553, 1739], [2553, 1703], [2554, 1702], [2574, 1702], [2575, 1703], [2575, 1706], [2578, 1706], [2579, 1707], [2579, 1730], [2581, 1730], [2583, 1732], [2583, 1733], [2585, 1735], [2585, 1736], [2586, 1737], [2586, 1752], [2587, 1753], [2587, 1754], [2602, 1754], [2602, 1753], [2603, 1752], [2603, 1748], [2602, 1747], [2602, 1732], [2601, 1731], [2601, 1730], [2602, 1729], [2602, 1713], [2603, 1712], [2625, 1712], [2626, 1713], [2626, 1721], [2627, 1721], [2628, 1722], [2630, 1722], [2631, 1723], [2631, 1726], [2633, 1726], [2634, 1727], [2634, 1757], [2649, 1757], [2649, 1756], [2650, 1755], [2651, 1755], [2651, 1730], [2650, 1730], [2649, 1729], [2649, 1726], [2648, 1725], [2648, 1723], [2646, 1723], [2645, 1722], [2645, 1709], [2644, 1708], [2644, 1699], [2645, 1698], [2653, 1698], [2654, 1699], [2655, 1699], [2656, 1700], [2656, 1701], [2658, 1701], [2658, 1699], [2659, 1698], [2660, 1698], [2662, 1696], [2663, 1696], [2663, 1695], [2664, 1694], [2664, 1692], [2663, 1691], [2663, 1678], [2664, 1677], [2664, 1606], [2665, 1605], [2665, 1583], [2664, 1582], [2664, 1475], [2663, 1474], [2663, 1470], [2664, 1469], [2664, 1431], [2663, 1430], [2663, 1421], [2662, 1420], [2662, 1419], [2661, 1418], [2660, 1418], [2657, 1415], [2656, 1415], [2654, 1413], [2650, 1413], [2648, 1411], [2648, 1392], [2649, 1391], [2651, 1391], [2651, 1379], [2650, 1378], [2651, 1377], [2651, 1367], [2631, 1367], [2631, 1397], [2630, 1398], [2629, 1398], [2629, 1408], [2628, 1409], [2627, 1409], [2627, 1412], [2626, 1413], [2601, 1413], [2600, 1412], [2600, 1400], [2601, 1399], [2602, 1399], [2602, 1395], [2603, 1394], [2603, 1367]]]",IC
8,pcb_9b_cc_10.png,"[[[3164, 1027], [3163, 1028], [3154, 1028], [3154, 1050], [3155, 1051], [3155, 1060], [3207, 1060], [3208, 1059], [3211, 1059], [3211, 1027]]]",R
9,pcb_9b_cc_10.png,"[[[3158, 1291], [3158, 1324], [3217, 1324], [3217, 1291]]]",R
