Instance ID,Image File,Vertices,Designator
0,pcb_9f_cc_3.png,"[[[5731, 713], [5731, 714], [5730, 715], [5729, 715], [5728, 716], [5727, 716], [5727, 750], [5726, 751], [5725, 751], [5724, 752], [5713, 752], [5713, 889], [5714, 890], [5715, 890], [5716, 891], [5717, 891], [5718, 892], [5719, 892], [5720, 893], [5720, 931], [5721, 931], [5722, 932], [5731, 932], [5732, 931], [5733, 931], [5734, 930], [5736, 930], [5737, 929], [5738, 929], [5738, 907], [5739, 906], [5740, 906], [5740, 896], [5741, 895], [5742, 895], [5743, 894], [5764, 894], [5765, 895], [5766, 895], [5767, 896], [5767, 931], [5768, 931], [5769, 932], [5779, 932], [5780, 931], [5781, 931], [5782, 930], [5782, 907], [5784, 905], [5785, 905], [5785, 895], [5786, 894], [5787, 894], [5788, 893], [5789, 894], [5804, 894], [5805, 895], [5812, 895], [5813, 896], [5814, 896], [5815, 897], [5815, 931], [5816, 931], [5817, 932], [5823, 932], [5824, 931], [5825, 931], [5826, 930], [5828, 930], [5829, 929], [5830, 929], [5830, 911], [5832, 909], [5832, 897], [5833, 896], [5834, 896], [5835, 895], [5848, 895], [5849, 896], [5850, 896], [5851, 897], [5852, 897], [5853, 898], [5856, 898], [5857, 899], [5858, 899], [5859, 900], [5859, 935], [5873, 935], [5873, 934], [5874, 933], [5875, 933], [5876, 932], [5877, 932], [5877, 908], [5878, 907], [5879, 907], [5879, 893], [5881, 891], [5882, 891], [5883, 890], [5884, 890], [5885, 889], [5888, 889], [5888, 759], [5887, 759], [5886, 758], [5885, 758], [5884, 757], [5884, 755], [5883, 754], [5882, 754], [5881, 753], [5881, 716], [5880, 716], [5879, 715], [5878, 715], [5877, 714], [5877, 713], [5866, 713], [5866, 714], [5865, 715], [5864, 715], [5864, 750], [5863, 751], [5862, 751], [5861, 752], [5838, 752], [5837, 751], [5836, 751], [5835, 750], [5835, 716], [5834, 716], [5833, 715], [5832, 715], [5831, 714], [5831, 713], [5822, 713], [5822, 714], [5821, 715], [5820, 715], [5819, 716], [5818, 716], [5818, 750], [5817, 751], [5816, 751], [5815, 752], [5792, 752], [5791, 751], [5790, 751], [5789, 750], [5789, 733], [5788, 733], [5787, 732], [5787, 716], [5786, 716], [5785, 715], [5784, 715], [5783, 714], [5783, 713], [5773, 713], [5773, 714], [5772, 715], [5771, 715], [5771, 746], [5770, 747], [5770, 748], [5769, 749], [5768, 749], [5767, 750], [5745, 750], [5744, 749], [5743, 749], [5742, 748], [5742, 716], [5741, 716], [5740, 715], [5739, 715], [5738, 714], [5738, 713]]]",IC
1,pcb_9f_cc_3.png,"[[[5716, 618], [5716, 644], [5762, 644], [5762, 618]]]",C
2,pcb_9f_cc_3.png,"[[[5483, 395], [5483, 396], [5482, 397], [5481, 397], [5480, 398], [5479, 398], [5478, 399], [5478, 520], [5479, 520], [5480, 521], [5481, 521], [5482, 522], [5482, 557], [5483, 558], [5483, 590], [5484, 591], [5485, 591], [5486, 592], [5486, 593], [5579, 593], [5579, 592], [5580, 591], [5581, 591], [5582, 590], [5600, 590], [5600, 537], [5599, 536], [5598, 536], [5597, 535], [5597, 475], [5596, 475], [5595, 474], [5595, 429], [5594, 428], [5593, 428], [5592, 427], [5592, 398], [5591, 398], [5590, 397], [5589, 397], [5588, 396], [5588, 395]]]",C
3,pcb_9f_cc_3.png,"[[[5193, 670], [5193, 671], [5192, 672], [5191, 672], [5190, 673], [5188, 673], [5187, 674], [5176, 674], [5175, 675], [5174, 675], [5174, 683], [5173, 684], [5172, 684], [5171, 685], [5170, 685], [5169, 686], [5168, 686], [5168, 688], [5167, 689], [5166, 689], [5165, 690], [5164, 690], [5164, 693], [5163, 694], [5162, 694], [5161, 695], [5161, 708], [5160, 709], [5159, 709], [5158, 710], [5157, 710], [5157, 736], [5158, 737], [5159, 737], [5160, 738], [5160, 743], [5161, 743], [5162, 744], [5163, 744], [5164, 745], [5164, 746], [5165, 746], [5166, 747], [5166, 749], [5167, 750], [5167, 751], [5168, 752], [5169, 752], [5170, 753], [5170, 757], [5171, 757], [5172, 758], [5172, 763], [5173, 764], [5174, 764], [5175, 765], [5175, 767], [5275, 767], [5275, 766], [5276, 765], [5277, 765], [5278, 764], [5279, 764], [5280, 763], [5328, 763], [5329, 762], [5330, 763], [5340, 763], [5341, 762], [5342, 762], [5343, 761], [5344, 761], [5345, 760], [5347, 760], [5348, 759], [5349, 759], [5349, 741], [5350, 740], [5351, 740], [5352, 739], [5352, 673], [5351, 672], [5350, 672], [5349, 671], [5349, 670]]]",D
4,pcb_9f_cc_3.png,"[[[5186, 513], [5186, 523], [5185, 524], [5184, 524], [5183, 525], [5182, 525], [5181, 526], [5180, 526], [5180, 531], [5179, 532], [5178, 532], [5175, 535], [5174, 535], [5173, 536], [5172, 536], [5172, 538], [5171, 539], [5170, 539], [5169, 540], [5165, 540], [5165, 582], [5173, 582], [5174, 583], [5175, 583], [5176, 584], [5176, 586], [5177, 587], [5177, 603], [5178, 603], [5179, 604], [5191, 604], [5192, 605], [5194, 605], [5195, 606], [5196, 606], [5197, 607], [5197, 608], [5198, 608], [5199, 609], [5250, 609], [5251, 608], [5277, 608], [5278, 609], [5327, 609], [5328, 610], [5329, 610], [5330, 611], [5330, 613], [5345, 613], [5345, 612], [5346, 611], [5347, 611], [5348, 610], [5349, 610], [5349, 606], [5351, 604], [5352, 604], [5353, 603], [5354, 603], [5354, 598], [5355, 597], [5356, 597], [5357, 596], [5358, 596], [5359, 595], [5360, 595], [5361, 594], [5361, 527], [5360, 527], [5359, 526], [5358, 526], [5357, 525], [5356, 525], [5355, 524], [5355, 523], [5354, 523], [5353, 522], [5308, 522], [5307, 521], [5306, 521], [5305, 520], [5304, 520], [5303, 519], [5302, 519], [5301, 518], [5301, 517], [5300, 517], [5299, 516], [5224, 516], [5223, 515], [5222, 515], [5221, 514], [5221, 513]]]",D
5,pcb_9f_cc_3.png,"[[[5180, 357], [5180, 358], [5179, 359], [5178, 359], [5177, 360], [5173, 360], [5172, 361], [5171, 361], [5170, 362], [5168, 362], [5168, 443], [5171, 443], [5172, 444], [5173, 444], [5174, 445], [5174, 447], [5370, 447], [5370, 357], [5335, 357], [5335, 364], [5334, 365], [5333, 365], [5332, 366], [5320, 366], [5319, 367], [5286, 367], [5285, 368], [5211, 368], [5210, 367], [5209, 367], [5208, 366], [5208, 363], [5209, 362], [5209, 360], [5208, 359], [5207, 359], [5206, 358], [5206, 357]]]",F
6,pcb_9f_cc_3.png,"[[[5733, 1194], [5733, 1234], [5732, 1235], [5731, 1235], [5730, 1236], [5725, 1236], [5725, 1374], [5726, 1374], [5727, 1375], [5730, 1375], [5731, 1376], [5732, 1376], [5733, 1377], [5733, 1392], [5732, 1393], [5732, 1417], [5749, 1417], [5749, 1378], [5750, 1377], [5751, 1377], [5752, 1376], [5770, 1376], [5771, 1377], [5777, 1377], [5778, 1378], [5779, 1378], [5780, 1379], [5780, 1417], [5796, 1417], [5796, 1376], [5797, 1375], [5798, 1375], [5799, 1374], [5808, 1374], [5809, 1373], [5815, 1373], [5816, 1374], [5817, 1374], [5818, 1375], [5823, 1375], [5824, 1376], [5825, 1376], [5826, 1377], [5826, 1417], [5840, 1417], [5840, 1416], [5841, 1415], [5842, 1415], [5842, 1377], [5843, 1376], [5844, 1376], [5845, 1375], [5861, 1375], [5862, 1376], [5863, 1376], [5864, 1377], [5870, 1377], [5871, 1378], [5872, 1378], [5873, 1379], [5873, 1388], [5872, 1389], [5872, 1417], [5884, 1417], [5884, 1416], [5885, 1415], [5886, 1415], [5887, 1414], [5888, 1414], [5888, 1374], [5889, 1373], [5890, 1373], [5891, 1372], [5894, 1372], [5895, 1371], [5896, 1371], [5897, 1370], [5898, 1370], [5899, 1369], [5899, 1236], [5897, 1236], [5896, 1235], [5895, 1235], [5894, 1234], [5894, 1228], [5893, 1228], [5892, 1227], [5890, 1227], [5889, 1226], [5888, 1226], [5887, 1225], [5887, 1194], [5872, 1194], [5872, 1209], [5873, 1210], [5873, 1228], [5872, 1229], [5871, 1229], [5870, 1230], [5844, 1230], [5843, 1229], [5842, 1229], [5841, 1228], [5841, 1196], [5840, 1196], [5839, 1195], [5839, 1194], [5826, 1194], [5826, 1227], [5825, 1228], [5824, 1228], [5823, 1229], [5819, 1229], [5818, 1230], [5798, 1230], [5797, 1229], [5796, 1229], [5795, 1228], [5795, 1196], [5794, 1196], [5793, 1195], [5793, 1194], [5781, 1194], [5781, 1195], [5780, 1196], [5779, 1196], [5779, 1229], [5778, 1230], [5777, 1230], [5776, 1231], [5753, 1231], [5752, 1230], [5751, 1230], [5750, 1229], [5750, 1228], [5749, 1228], [5748, 1227], [5748, 1196], [5747, 1196], [5746, 1195], [5746, 1194]]]",IC
7,pcb_9f_cc_3.png,"[[[5270, 1717], [5270, 1718], [5269, 1719], [5268, 1719], [5268, 1732], [5267, 1733], [5266, 1733], [5265, 1734], [5260, 1734], [5259, 1735], [5258, 1735], [5258, 1737], [5257, 1738], [5256, 1738], [5255, 1739], [5254, 1739], [5253, 1740], [5252, 1740], [5252, 1744], [5251, 1745], [5250, 1745], [5249, 1746], [5248, 1746], [5248, 1788], [5249, 1788], [5250, 1789], [5252, 1789], [5253, 1790], [5254, 1790], [5255, 1791], [5255, 1794], [5256, 1794], [5257, 1795], [5258, 1795], [5259, 1796], [5260, 1796], [5261, 1797], [5262, 1797], [5263, 1798], [5269, 1798], [5270, 1799], [5271, 1799], [5272, 1800], [5273, 1800], [5274, 1801], [5274, 1814], [5428, 1814], [5428, 1813], [5429, 1812], [5430, 1812], [5430, 1806], [5431, 1805], [5432, 1805], [5434, 1803], [5435, 1803], [5436, 1802], [5446, 1802], [5447, 1801], [5448, 1801], [5448, 1799], [5449, 1798], [5450, 1798], [5451, 1797], [5452, 1797], [5452, 1749], [5451, 1749], [5450, 1748], [5449, 1748], [5448, 1747], [5448, 1734], [5447, 1734], [5446, 1733], [5435, 1733], [5434, 1732], [5433, 1732], [5432, 1731], [5432, 1723], [5431, 1722], [5430, 1722], [5429, 1721], [5429, 1717]]]",D
8,pcb_9f_cc_3.png,"[[[4958, 1683], [4958, 1718], [4957, 1719], [4956, 1719], [4956, 1721], [4955, 1722], [4954, 1722], [4953, 1723], [4949, 1723], [4949, 1856], [4951, 1856], [4952, 1857], [4953, 1857], [4954, 1858], [4954, 1863], [4955, 1863], [4956, 1864], [4957, 1864], [4959, 1866], [4959, 1902], [4960, 1902], [4961, 1903], [4962, 1903], [4963, 1904], [4963, 1905], [4966, 1905], [4966, 1904], [4967, 1903], [4968, 1903], [4969, 1902], [4970, 1902], [4971, 1901], [4972, 1901], [4973, 1900], [4973, 1875], [4974, 1874], [4974, 1862], [4975, 1861], [4976, 1861], [4977, 1860], [4997, 1860], [4998, 1861], [4999, 1861], [5000, 1862], [5002, 1862], [5003, 1863], [5004, 1863], [5005, 1864], [5005, 1867], [5006, 1868], [5006, 1905], [5020, 1905], [5020, 1862], [5021, 1861], [5022, 1861], [5023, 1860], [5042, 1860], [5043, 1861], [5044, 1861], [5045, 1862], [5049, 1862], [5050, 1863], [5051, 1863], [5052, 1864], [5052, 1905], [5065, 1905], [5065, 1904], [5066, 1903], [5067, 1903], [5067, 1861], [5068, 1860], [5069, 1860], [5070, 1859], [5091, 1859], [5092, 1860], [5094, 1860], [5095, 1861], [5096, 1861], [5097, 1862], [5097, 1905], [5112, 1905], [5112, 1904], [5113, 1903], [5114, 1903], [5114, 1863], [5113, 1863], [5112, 1862], [5112, 1860], [5113, 1859], [5114, 1859], [5115, 1858], [5124, 1858], [5124, 1727], [5123, 1726], [5122, 1726], [5121, 1725], [5114, 1725], [5113, 1724], [5112, 1724], [5111, 1723], [5111, 1683], [5099, 1683], [5099, 1718], [5098, 1719], [5097, 1719], [5096, 1720], [5070, 1720], [5069, 1719], [5068, 1719], [5067, 1718], [5067, 1697], [5065, 1695], [5065, 1686], [5064, 1685], [5064, 1683], [5052, 1683], [5052, 1717], [5051, 1718], [5050, 1718], [5049, 1719], [5047, 1719], [5046, 1720], [5045, 1720], [5044, 1721], [5037, 1721], [5036, 1722], [5024, 1722], [5023, 1721], [5022, 1721], [5021, 1720], [5021, 1689], [5020, 1688], [5019, 1688], [5018, 1687], [5018, 1685], [5017, 1685], [5016, 1684], [5016, 1683], [5006, 1683], [5006, 1717], [5005, 1718], [5004, 1718], [5003, 1719], [5001, 1719], [5000, 1720], [4999, 1720], [4998, 1721], [4977, 1721], [4976, 1720], [4975, 1720], [4974, 1719], [4974, 1689], [4973, 1688], [4972, 1688], [4971, 1687], [4971, 1685], [4970, 1685], [4969, 1684], [4969, 1683]]]",IC
9,pcb_9f_cc_3.png,"[[[4857, 1577], [4856, 1578], [4717, 1578], [4717, 1630], [4718, 1631], [4718, 1789], [4719, 1790], [4719, 1833], [4762, 1833], [4763, 1832], [4873, 1832], [4873, 1736], [4872, 1735], [4872, 1577]]]",C
