Instance ID,Image File,Vertices,Designator
0,pcb_7b_cc_4.png,"[[[775, 768], [774, 769], [773, 769], [773, 784], [774, 784], [775, 785], [805, 785], [806, 784], [807, 784], [807, 769], [806, 769], [805, 768]]]",C
1,pcb_7b_cc_4.png,"[[[770, 926], [770, 928], [769, 929], [768, 929], [767, 930], [767, 940], [768, 941], [769, 941], [770, 942], [770, 943], [805, 943], [805, 926]]]",R
2,pcb_7b_cc_4.png,"[[[509, 1010], [508, 1011], [507, 1011], [507, 1037], [508, 1037], [509, 1038], [563, 1038], [564, 1037], [565, 1037], [565, 1011], [564, 1011], [563, 1010]]]",C
3,pcb_7b_cc_4.png,"[[[539, 1104], [538, 1105], [537, 1105], [537, 1120], [538, 1120], [539, 1121], [569, 1121], [570, 1120], [571, 1120], [571, 1105], [570, 1105], [569, 1104]]]",C
4,pcb_7b_cc_4.png,"[[[489, 1150], [488, 1151], [487, 1151], [487, 1184], [488, 1184], [489, 1185], [503, 1185], [504, 1184], [505, 1184], [505, 1151], [504, 1151], [503, 1150]]]",R
5,pcb_7b_cc_4.png,"[[[541, 1166], [540, 1167], [539, 1167], [539, 1183], [540, 1183], [541, 1184], [574, 1184], [575, 1183], [576, 1183], [576, 1167], [575, 1167], [574, 1166]]]",R
6,pcb_7b_cc_4.png,"[[[659, 1242], [658, 1243], [657, 1243], [657, 1257], [658, 1257], [659, 1258], [689, 1258], [690, 1257], [691, 1257], [691, 1243], [690, 1243], [689, 1242]]]",C
7,pcb_7b_cc_4.png,"[[[737, 1242], [736, 1243], [735, 1243], [735, 1259], [736, 1259], [737, 1260], [766, 1260], [767, 1259], [768, 1259], [768, 1243], [767, 1243], [766, 1242]]]",C
8,pcb_7b_cc_4.png,"[[[822, 1210], [821, 1211], [820, 1211], [820, 1228], [821, 1228], [822, 1229], [852, 1229], [853, 1228], [854, 1228], [854, 1211], [853, 1211], [852, 1210]]]",C
9,pcb_7b_cc_4.png,"[[[838, 1163], [837, 1164], [836, 1164], [836, 1181], [837, 1181], [838, 1182], [872, 1182], [873, 1181], [874, 1181], [874, 1164], [873, 1164], [872, 1163]]]",R
10,pcb_7b_cc_4.png,"[[[630, 1454], [629, 1455], [628, 1455], [628, 1489], [629, 1489], [630, 1490], [647, 1490], [648, 1489], [649, 1489], [649, 1455], [648, 1455], [647, 1454]]]",R
11,pcb_7b_cc_4.png,"[[[707, 1477], [706, 1478], [705, 1478], [705, 1512], [706, 1512], [707, 1513], [725, 1513], [726, 1512], [727, 1512], [727, 1478], [726, 1478], [725, 1477]]]",R
12,pcb_7b_cc_4.png,"[[[807, 1442], [806, 1443], [805, 1443], [805, 1458], [806, 1458], [807, 1459], [839, 1459], [840, 1458], [841, 1458], [841, 1443], [840, 1443], [839, 1442]]]",R
13,pcb_7b_cc_4.png,"[[[682, 1421], [681, 1422], [680, 1422], [680, 1437], [681, 1437], [682, 1438], [715, 1438], [716, 1437], [717, 1437], [717, 1422], [716, 1422], [715, 1421]]]",R
