Instance ID,Image File,Vertices,Designator
0,pcb_9f_cc_7.png,"[[[5808, 725], [5808, 763], [5807, 764], [5782, 764], [5781, 763], [5781, 726], [5766, 726], [5766, 764], [5765, 765], [5758, 765], [5758, 946], [5781, 946], [5781, 901], [5782, 900], [5806, 900], [5807, 901], [5807, 949], [5827, 949], [5827, 905], [5828, 904], [5841, 904], [5842, 903], [5851, 903], [5852, 904], [5852, 949], [5873, 949], [5873, 907], [5875, 905], [5876, 905], [5876, 904], [5877, 903], [5898, 903], [5899, 904], [5899, 910], [5898, 911], [5898, 948], [5906, 948], [5907, 947], [5918, 947], [5918, 907], [5919, 906], [5921, 906], [5922, 905], [5932, 905], [5932, 767], [5923, 767], [5922, 766], [5922, 762], [5921, 761], [5921, 725], [5903, 725], [5903, 764], [5902, 765], [5875, 765], [5874, 764], [5874, 725], [5856, 725], [5856, 762], [5855, 763], [5853, 763], [5853, 764], [5852, 765], [5850, 765], [5849, 766], [5831, 766], [5830, 765], [5828, 765], [5827, 764], [5827, 725]]]",IC
1,pcb_9f_cc_7.png,"[[[5763, 635], [5762, 636], [5761, 636], [5760, 637], [5760, 659], [5761, 659], [5762, 660], [5769, 660], [5770, 661], [5799, 661], [5800, 660], [5801, 661], [5804, 661], [5805, 660], [5806, 660], [5807, 659], [5808, 659], [5809, 658], [5809, 657], [5810, 656], [5810, 638], [5807, 635]]]",C
2,pcb_9f_cc_7.png,"[[[5598, 730], [5597, 731], [5596, 731], [5595, 732], [5594, 732], [5594, 778], [5621, 778], [5621, 732], [5620, 731], [5619, 731], [5618, 730]]]",C
3,pcb_9f_cc_7.png,"[[[5656, 732], [5655, 733], [5655, 785], [5686, 785], [5686, 767], [5685, 766], [5685, 732]]]",R
4,pcb_9f_cc_7.png,"[[[5554, 411], [5553, 412], [5539, 412], [5537, 414], [5536, 414], [5535, 415], [5531, 415], [5530, 416], [5529, 416], [5528, 417], [5528, 553], [5530, 555], [5530, 567], [5529, 568], [5528, 568], [5528, 580], [5530, 582], [5530, 584], [5529, 585], [5528, 585], [5528, 608], [5625, 608], [5626, 607], [5637, 607], [5638, 606], [5639, 606], [5639, 575], [5640, 574], [5640, 450], [5639, 450], [5638, 449], [5637, 449], [5636, 448], [5636, 415], [5638, 413], [5638, 411], [5623, 411], [5622, 412], [5615, 412], [5614, 411]]]",C
5,pcb_9f_cc_7.png,"[[[5264, 680], [5263, 681], [5247, 681], [5246, 682], [5244, 682], [5243, 683], [5242, 683], [5240, 685], [5239, 685], [5238, 686], [5236, 686], [5235, 687], [5215, 687], [5214, 688], [5213, 688], [5212, 689], [5212, 690], [5210, 692], [5209, 692], [5208, 693], [5204, 693], [5204, 779], [5205, 780], [5207, 780], [5208, 779], [5209, 779], [5210, 778], [5211, 778], [5212, 777], [5214, 777], [5215, 778], [5216, 778], [5217, 779], [5218, 779], [5219, 778], [5220, 778], [5221, 779], [5225, 779], [5226, 778], [5237, 778], [5238, 779], [5374, 779], [5374, 778], [5375, 777], [5376, 777], [5376, 776], [5377, 775], [5378, 776], [5379, 776], [5380, 777], [5381, 777], [5382, 778], [5390, 778], [5390, 690], [5389, 689], [5389, 686], [5388, 685], [5386, 685], [5385, 684], [5384, 684], [5383, 683], [5376, 683], [5375, 684], [5374, 684], [5373, 685], [5371, 685], [5370, 684], [5369, 684], [5368, 683], [5367, 683], [5366, 682], [5365, 682], [5364, 681], [5363, 681], [5362, 680]]]",D
6,pcb_9f_cc_7.png,"[[[5234, 524], [5233, 525], [5229, 525], [5228, 526], [5227, 526], [5226, 527], [5225, 527], [5225, 529], [5220, 534], [5220, 536], [5216, 540], [5215, 540], [5214, 541], [5213, 541], [5213, 616], [5239, 616], [5240, 617], [5242, 617], [5243, 618], [5244, 618], [5245, 619], [5245, 621], [5325, 621], [5326, 622], [5353, 622], [5354, 621], [5375, 621], [5376, 622], [5377, 622], [5378, 623], [5378, 625], [5392, 625], [5392, 620], [5395, 617], [5396, 617], [5397, 616], [5398, 616], [5399, 615], [5400, 615], [5400, 614], [5399, 613], [5399, 540], [5398, 540], [5394, 536], [5393, 536], [5392, 535], [5386, 535], [5385, 536], [5381, 536], [5380, 537], [5379, 537], [5378, 538], [5376, 538], [5375, 539], [5374, 539], [5373, 540], [5372, 539], [5371, 539], [5370, 538], [5369, 539], [5368, 538], [5363, 538], [5362, 537], [5361, 537], [5360, 536], [5359, 536], [5358, 535], [5357, 535], [5356, 534], [5355, 534], [5354, 533], [5354, 532], [5353, 532], [5352, 531], [5351, 531], [5350, 530], [5350, 528], [5259, 528], [5258, 527], [5258, 526], [5241, 526], [5240, 525], [5239, 525], [5238, 524]]]",D
7,pcb_9f_cc_7.png,"[[[5378, 371], [5378, 382], [5377, 383], [5367, 383], [5366, 384], [5266, 384], [5265, 383], [5264, 383], [5263, 382], [5263, 379], [5264, 378], [5264, 376], [5263, 375], [5262, 375], [5261, 374], [5259, 374], [5258, 373], [5257, 373], [5256, 372], [5211, 372], [5211, 463], [5313, 463], [5314, 462], [5425, 462], [5425, 371], [5399, 371], [5398, 372], [5379, 372]]]",F
8,pcb_9f_cc_7.png,"[[[4510, 788], [4510, 814], [4567, 814], [4567, 788]]]",L
9,pcb_9f_cc_7.png,"[[[5931, 1055], [5931, 1105], [5957, 1105], [5957, 1055]]]",C
