Instance ID,Image File,Vertices,Designator
0,pcb_8f_cc_5.png,"[[[738, 781], [738, 809], [739, 810], [801, 810], [801, 781]]]",R
1,pcb_8f_cc_5.png,"[[[739, 849], [739, 879], [778, 879], [779, 880], [800, 880], [800, 849]]]",R
2,pcb_8f_cc_5.png,"[[[742, 1071], [742, 1098], [795, 1098], [795, 1071]]]",L
3,pcb_8f_cc_5.png,"[[[1075, 1088], [1075, 1148], [1109, 1148], [1109, 1088]]]",R
4,pcb_8f_cc_5.png,"[[[1134, 1091], [1134, 1145], [1163, 1145], [1163, 1092], [1158, 1092], [1157, 1091]]]",L
5,pcb_8f_cc_5.png,"[[[1226, 1094], [1226, 1146], [1255, 1146], [1255, 1094]]]",C
6,pcb_8f_cc_5.png,"[[[1134, 1240], [1133, 1241], [1133, 1291], [1135, 1293], [1158, 1293], [1160, 1291], [1160, 1242], [1158, 1240]]]",L
7,pcb_8f_cc_5.png,"[[[1230, 1241], [1229, 1242], [1228, 1242], [1227, 1243], [1227, 1293], [1228, 1294], [1228, 1295], [1229, 1296], [1254, 1296], [1255, 1295], [1255, 1294], [1256, 1293], [1256, 1245], [1253, 1242], [1243, 1242], [1242, 1241]]]",C
8,pcb_8f_cc_5.png,"[[[315, 436], [315, 481], [387, 481], [387, 436]]]",R
9,pcb_8f_cc_5.png,"[[[743, 1598], [741, 1600], [741, 1620], [742, 1621], [762, 1621], [763, 1622], [790, 1622], [792, 1620], [793, 1620], [793, 1601], [791, 1599], [768, 1599], [767, 1598]]]",C
10,pcb_8f_cc_5.png,"[[[742, 1681], [740, 1683], [740, 1705], [742, 1707], [747, 1707], [748, 1708], [790, 1708], [792, 1706], [792, 1684], [790, 1682], [752, 1682], [751, 1681]]]",C
11,pcb_8f_cc_5.png,"[[[1077, 1873], [1077, 1931], [1109, 1931], [1109, 1873]]]",R
12,pcb_8f_cc_5.png,"[[[1133, 1872], [1133, 1914], [1134, 1915], [1134, 1929], [1167, 1929], [1167, 1872]]]",R
13,pcb_8f_cc_5.png,"[[[1134, 1734], [1134, 1793], [1165, 1793], [1165, 1734]]]",R
14,pcb_8f_cc_5.png,"[[[1075, 1735], [1075, 1793], [1107, 1793], [1107, 1735]]]",R
15,pcb_8f_cc_5.png,"[[[1197, 1582], [1197, 1612], [1261, 1612], [1261, 1582]]]",R
16,pcb_8f_cc_5.png,"[[[1529, 1541], [1529, 1571], [1589, 1571], [1589, 1541]]]",R
17,pcb_8f_cc_5.png,"[[[1023, 1462], [1023, 1514], [1022, 1515], [1021, 1515], [1020, 1516], [1015, 1516], [1014, 1517], [1012, 1517], [1011, 1518], [1010, 1518], [1009, 1519], [1008, 1519], [1007, 1520], [1006, 1520], [1003, 1523], [1003, 1562], [1004, 1563], [1005, 1563], [1006, 1564], [1006, 1565], [1007, 1566], [1007, 1568], [1010, 1571], [1011, 1571], [1012, 1572], [1014, 1572], [1015, 1573], [1021, 1573], [1022, 1574], [1023, 1574], [1024, 1575], [1024, 1626], [1087, 1626], [1088, 1627], [1113, 1627], [1113, 1626], [1114, 1625], [1115, 1625], [1115, 1620], [1116, 1619], [1117, 1619], [1118, 1618], [1118, 1608], [1119, 1607], [1120, 1607], [1121, 1606], [1153, 1606], [1154, 1605], [1155, 1605], [1155, 1593], [1154, 1593], [1153, 1592], [1119, 1592], [1118, 1591], [1117, 1591], [1116, 1590], [1116, 1556], [1117, 1555], [1118, 1555], [1119, 1554], [1152, 1554], [1153, 1553], [1154, 1553], [1155, 1552], [1155, 1537], [1154, 1536], [1153, 1536], [1152, 1535], [1119, 1535], [1118, 1534], [1117, 1534], [1116, 1533], [1116, 1509], [1117, 1508], [1118, 1508], [1118, 1498], [1119, 1497], [1120, 1497], [1121, 1496], [1123, 1496], [1124, 1497], [1152, 1497], [1153, 1496], [1154, 1496], [1155, 1495], [1155, 1485], [1154, 1484], [1153, 1484], [1152, 1483], [1129, 1483], [1128, 1482], [1121, 1482], [1120, 1481], [1119, 1481], [1118, 1480], [1118, 1462]]]",IC
18,pcb_8f_cc_5.png,"[[[1345, 1417], [1345, 1425], [1346, 1426], [1346, 1450], [1345, 1451], [1345, 1466], [1344, 1467], [1343, 1467], [1342, 1468], [1341, 1468], [1340, 1467], [1338, 1467], [1337, 1468], [1329, 1468], [1328, 1469], [1327, 1469], [1327, 1470], [1326, 1471], [1325, 1471], [1325, 1475], [1324, 1476], [1323, 1476], [1322, 1477], [1322, 1524], [1327, 1524], [1328, 1525], [1329, 1525], [1330, 1526], [1331, 1526], [1332, 1527], [1343, 1527], [1344, 1528], [1345, 1528], [1346, 1529], [1346, 1576], [1347, 1576], [1348, 1577], [1349, 1577], [1350, 1578], [1350, 1582], [1432, 1582], [1433, 1583], [1440, 1583], [1440, 1565], [1441, 1564], [1442, 1564], [1443, 1563], [1474, 1563], [1475, 1562], [1476, 1562], [1477, 1561], [1477, 1549], [1476, 1548], [1475, 1548], [1474, 1547], [1445, 1547], [1444, 1546], [1441, 1546], [1440, 1545], [1439, 1545], [1438, 1544], [1438, 1510], [1439, 1509], [1440, 1509], [1441, 1508], [1456, 1508], [1457, 1509], [1474, 1509], [1475, 1508], [1476, 1508], [1477, 1507], [1477, 1492], [1476, 1491], [1475, 1491], [1474, 1490], [1465, 1490], [1464, 1489], [1442, 1489], [1441, 1488], [1440, 1488], [1439, 1487], [1439, 1464], [1440, 1463], [1440, 1452], [1441, 1451], [1442, 1451], [1443, 1450], [1475, 1450], [1476, 1449], [1477, 1449], [1477, 1437], [1476, 1437], [1475, 1436], [1442, 1436], [1441, 1435], [1440, 1435], [1439, 1434], [1439, 1417]]]",IC
