Instance ID,Image File,Vertices,Designator
0,pcb_9b_cc_3.png,"[[[4878, 974], [4877, 975], [4877, 976], [4876, 977], [4873, 977], [4872, 978], [4871, 978], [4871, 1001], [4872, 1001], [4873, 1002], [4873, 1003], [4917, 1003], [4918, 1002], [4920, 1002], [4924, 998], [4924, 997], [4925, 996], [4926, 996], [4926, 980], [4925, 980], [4924, 979], [4924, 978], [4922, 976], [4922, 975], [4921, 974]]]",C
1,pcb_9b_cc_3.png,"[[[3964, 966], [3963, 967], [3956, 967], [3955, 968], [3911, 968], [3910, 969], [3909, 969], [3907, 971], [3907, 1006], [3908, 1007], [3908, 1010], [3910, 1012], [3910, 1013], [3911, 1014], [3912, 1013], [3913, 1014], [3921, 1014], [3923, 1012], [3960, 1012], [3961, 1013], [3975, 1013], [3975, 1012], [3976, 1011], [3978, 1011], [3978, 978], [3977, 977], [3977, 969], [3976, 968], [3976, 967], [3973, 967], [3972, 966]]]",R
2,pcb_9b_cc_3.png,"[[[3976, 1049], [3976, 1063], [3975, 1064], [3975, 1081], [3976, 1082], [3976, 1083], [4016, 1083], [4017, 1084], [4032, 1084], [4032, 1078], [4033, 1077], [4033, 1056], [4032, 1055], [4032, 1052], [4022, 1052], [4021, 1051], [3998, 1051], [3997, 1050], [3997, 1049]]]",R
3,pcb_9b_cc_3.png,"[[[3976, 1124], [3976, 1157], [4032, 1157], [4032, 1124]]]",R
4,pcb_9b_cc_3.png,"[[[3559, 1409], [3559, 1410], [3558, 1411], [3557, 1411], [3556, 1412], [3555, 1412], [3554, 1413], [3553, 1413], [3553, 1463], [3658, 1463], [3658, 1462], [3659, 1461], [3660, 1461], [3661, 1460], [3662, 1460], [3663, 1459], [3664, 1459], [3665, 1458], [3665, 1412], [3664, 1412], [3663, 1411], [3662, 1411], [3661, 1410], [3661, 1409], [3573, 1409], [3573, 1410], [3572, 1411], [3571, 1411], [3570, 1412], [3569, 1412], [3568, 1411], [3567, 1411], [3566, 1410], [3566, 1409]]]",C
5,pcb_9b_cc_3.png,"[[[3565, 1551], [3564, 1552], [3563, 1552], [3562, 1553], [3555, 1553], [3554, 1554], [3553, 1554], [3553, 1555], [3552, 1556], [3551, 1556], [3551, 1602], [3552, 1602], [3553, 1603], [3553, 1604], [3554, 1605], [3554, 1606], [3555, 1607], [3661, 1607], [3662, 1606], [3662, 1605], [3663, 1604], [3664, 1604], [3664, 1556], [3662, 1556], [3659, 1553], [3656, 1553], [3655, 1552], [3644, 1552], [3643, 1551], [3630, 1551], [3629, 1552], [3568, 1552], [3567, 1551]]]",C
6,pcb_9b_cc_3.png,"[[[2958, 1133], [2958, 1134], [2957, 1135], [2956, 1135], [2955, 1136], [2953, 1136], [2952, 1137], [2951, 1137], [2950, 1138], [2949, 1138], [2949, 1225], [2950, 1226], [2951, 1226], [2952, 1227], [2952, 1228], [2965, 1228], [2965, 1226], [2966, 1225], [2967, 1225], [2968, 1224], [2969, 1224], [2970, 1225], [2973, 1225], [2974, 1226], [2975, 1225], [3034, 1225], [3035, 1224], [3037, 1224], [3038, 1223], [3046, 1223], [3047, 1224], [3048, 1224], [3049, 1225], [3049, 1228], [3053, 1228], [3053, 1227], [3055, 1225], [3056, 1225], [3057, 1224], [3058, 1224], [3058, 1223], [3059, 1222], [3059, 1221], [3060, 1220], [3061, 1220], [3062, 1219], [3062, 1140], [3061, 1139], [3060, 1139], [3058, 1137], [3057, 1137], [3056, 1136], [3052, 1136], [3051, 1135], [2978, 1135], [2977, 1136], [2962, 1136], [2961, 1135], [2960, 1135], [2959, 1134], [2959, 1133]]]",C
7,pcb_9b_cc_3.png,"[[[2147, 1311], [2146, 1312], [2145, 1312], [2145, 1356], [2144, 1357], [2141, 1357], [2141, 1358], [2140, 1359], [2136, 1359], [2135, 1358], [2135, 1357], [2129, 1357], [2128, 1358], [2109, 1358], [2108, 1357], [2108, 1338], [2109, 1337], [2116, 1337], [2116, 1312], [2097, 1312], [2097, 1359], [2096, 1360], [2086, 1360], [2085, 1359], [2085, 1358], [2083, 1360], [2082, 1360], [2082, 1644], [2089, 1644], [2090, 1645], [2090, 1670], [2092, 1670], [2093, 1671], [2093, 1692], [2094, 1693], [2094, 1723], [2100, 1723], [2101, 1722], [2115, 1722], [2115, 1674], [2110, 1674], [2109, 1673], [2109, 1651], [2110, 1650], [2115, 1650], [2115, 1644], [2116, 1643], [2140, 1643], [2141, 1644], [2141, 1673], [2143, 1675], [2143, 1676], [2144, 1677], [2144, 1679], [2143, 1680], [2143, 1696], [2144, 1697], [2144, 1698], [2157, 1698], [2157, 1697], [2158, 1696], [2158, 1691], [2159, 1690], [2159, 1682], [2160, 1681], [2159, 1680], [2159, 1669], [2157, 1669], [2156, 1668], [2156, 1650], [2157, 1649], [2159, 1649], [2159, 1643], [2160, 1642], [2189, 1642], [2190, 1643], [2190, 1689], [2191, 1690], [2191, 1696], [2192, 1697], [2192, 1698], [2206, 1698], [2207, 1699], [2208, 1699], [2208, 1667], [2207, 1667], [2206, 1666], [2206, 1662], [2204, 1662], [2203, 1661], [2203, 1654], [2202, 1653], [2202, 1647], [2203, 1646], [2210, 1646], [2210, 1645], [2211, 1644], [2231, 1644], [2232, 1645], [2232, 1646], [2235, 1646], [2236, 1647], [2236, 1697], [2239, 1697], [2240, 1698], [2244, 1698], [2245, 1699], [2248, 1699], [2249, 1698], [2253, 1698], [2253, 1697], [2254, 1696], [2254, 1687], [2255, 1686], [2255, 1685], [2257, 1683], [2257, 1667], [2254, 1667], [2253, 1666], [2253, 1657], [2252, 1656], [2252, 1649], [2253, 1648], [2258, 1648], [2258, 1647], [2259, 1646], [2273, 1646], [2274, 1645], [2283, 1645], [2284, 1646], [2284, 1684], [2285, 1685], [2285, 1688], [2286, 1689], [2286, 1697], [2287, 1698], [2287, 1699], [2291, 1699], [2292, 1700], [2295, 1700], [2296, 1699], [2300, 1699], [2300, 1698], [2301, 1697], [2301, 1687], [2302, 1686], [2302, 1685], [2303, 1684], [2303, 1668], [2300, 1668], [2299, 1667], [2299, 1657], [2298, 1656], [2298, 1649], [2299, 1648], [2309, 1648], [2309, 1645], [2310, 1644], [2323, 1644], [2324, 1645], [2324, 1646], [2328, 1646], [2329, 1647], [2329, 1682], [2330, 1682], [2331, 1683], [2331, 1684], [2332, 1685], [2332, 1688], [2333, 1689], [2333, 1690], [2334, 1691], [2334, 1697], [2335, 1698], [2335, 1699], [2339, 1699], [2340, 1700], [2346, 1700], [2347, 1699], [2349, 1699], [2349, 1697], [2350, 1696], [2350, 1663], [2347, 1663], [2346, 1662], [2346, 1648], [2347, 1647], [2353, 1647], [2353, 1646], [2354, 1645], [2365, 1645], [2365, 1644], [2366, 1643], [2372, 1643], [2373, 1644], [2373, 1646], [2377, 1646], [2378, 1647], [2378, 1686], [2377, 1687], [2375, 1687], [2375, 1688], [2377, 1688], [2378, 1689], [2378, 1700], [2398, 1700], [2398, 1695], [2397, 1694], [2397, 1688], [2398, 1687], [2398, 1686], [2399, 1685], [2399, 1666], [2395, 1666], [2394, 1665], [2394, 1649], [2395, 1648], [2412, 1648], [2413, 1649], [2420, 1649], [2421, 1650], [2421, 1651], [2424, 1651], [2425, 1652], [2425, 1682], [2426, 1683], [2426, 1684], [2427, 1685], [2427, 1686], [2428, 1687], [2428, 1688], [2429, 1689], [2429, 1690], [2430, 1691], [2430, 1698], [2431, 1699], [2431, 1700], [2445, 1700], [2446, 1701], [2446, 1702], [2447, 1703], [2449, 1703], [2448, 1703], [2447, 1702], [2447, 1675], [2446, 1674], [2446, 1663], [2441, 1663], [2440, 1662], [2440, 1648], [2441, 1647], [2451, 1647], [2452, 1648], [2468, 1648], [2469, 1649], [2469, 1669], [2470, 1669], [2471, 1670], [2471, 1681], [2473, 1681], [2474, 1682], [2474, 1701], [2493, 1701], [2493, 1692], [2494, 1691], [2494, 1667], [2490, 1667], [2489, 1666], [2489, 1649], [2490, 1648], [2504, 1648], [2505, 1647], [2515, 1647], [2516, 1648], [2516, 1659], [2517, 1659], [2518, 1660], [2518, 1683], [2520, 1683], [2521, 1684], [2521, 1685], [2522, 1685], [2524, 1687], [2524, 1688], [2525, 1689], [2525, 1698], [2526, 1699], [2526, 1700], [2533, 1700], [2534, 1699], [2538, 1699], [2538, 1698], [2539, 1697], [2539, 1686], [2538, 1686], [2537, 1685], [2537, 1649], [2538, 1648], [2558, 1648], [2559, 1649], [2559, 1652], [2562, 1652], [2563, 1653], [2563, 1676], [2565, 1676], [2567, 1678], [2567, 1679], [2569, 1681], [2569, 1682], [2570, 1683], [2570, 1692], [2571, 1693], [2571, 1698], [2572, 1699], [2572, 1700], [2586, 1700], [2586, 1699], [2587, 1698], [2587, 1678], [2586, 1677], [2586, 1676], [2587, 1675], [2587, 1659], [2588, 1658], [2610, 1658], [2611, 1659], [2611, 1667], [2612, 1667], [2613, 1668], [2614, 1668], [2615, 1669], [2615, 1672], [2617, 1672], [2618, 1673], [2618, 1703], [2633, 1703], [2633, 1702], [2634, 1701], [2635, 1701], [2635, 1676], [2634, 1676], [2633, 1675], [2633, 1672], [2632, 1671], [2632, 1669], [2630, 1669], [2629, 1668], [2629, 1645], [2630, 1644], [2638, 1644], [2640, 1646], [2640, 1647], [2642, 1647], [2642, 1646], [2643, 1645], [2644, 1645], [2646, 1643], [2647, 1643], [2647, 1642], [2648, 1641], [2648, 1625], [2649, 1624], [2649, 1552], [2650, 1551], [2650, 1483], [2649, 1482], [2649, 1417], [2650, 1416], [2650, 1378], [2649, 1377], [2649, 1367], [2648, 1366], [2648, 1365], [2647, 1364], [2646, 1364], [2643, 1361], [2642, 1361], [2640, 1359], [2636, 1359], [2634, 1357], [2634, 1338], [2635, 1337], [2637, 1337], [2637, 1324], [2638, 1323], [2638, 1313], [2617, 1313], [2617, 1330], [2618, 1331], [2618, 1343], [2617, 1344], [2616, 1344], [2616, 1345], [2615, 1346], [2615, 1354], [2614, 1355], [2613, 1355], [2613, 1358], [2612, 1359], [2587, 1359], [2586, 1358], [2586, 1346], [2587, 1345], [2588, 1345], [2588, 1341], [2589, 1340], [2589, 1313], [2572, 1313], [2572, 1339], [2571, 1340], [2570, 1340], [2570, 1355], [2569, 1356], [2564, 1356], [2563, 1357], [2560, 1357], [2559, 1358], [2552, 1358], [2551, 1359], [2542, 1359], [2541, 1358], [2541, 1340], [2542, 1339], [2543, 1339], [2543, 1314], [2523, 1314], [2523, 1322], [2524, 1323], [2524, 1326], [2523, 1327], [2523, 1350], [2522, 1351], [2518, 1351], [2518, 1353], [2517, 1354], [2498, 1354], [2497, 1353], [2497, 1323], [2496, 1322], [2496, 1319], [2497, 1318], [2497, 1314], [2475, 1314], [2475, 1331], [2474, 1332], [2474, 1354], [2473, 1355], [2449, 1355], [2448, 1354], [2448, 1352], [2449, 1351], [2454, 1351], [2451, 1351], [2450, 1350], [2450, 1347], [2449, 1346], [2449, 1320], [2448, 1319], [2448, 1314], [2427, 1314], [2427, 1329], [2426, 1330], [2426, 1356], [2425, 1357], [2403, 1357], [2402, 1356], [2402, 1351], [2399, 1351], [2398, 1350], [2398, 1343], [2399, 1342], [2400, 1342], [2400, 1314], [2379, 1314], [2379, 1329], [2378, 1330], [2378, 1344], [2377, 1345], [2376, 1345], [2376, 1355], [2375, 1356], [2357, 1356], [2355, 1354], [2348, 1354], [2347, 1353], [2347, 1346], [2348, 1345], [2352, 1345], [2352, 1313], [2334, 1313], [2334, 1315], [2333, 1316], [2333, 1317], [2332, 1318], [2330, 1318], [2330, 1346], [2329, 1347], [2328, 1347], [2328, 1353], [2327, 1354], [2311, 1354], [2310, 1353], [2305, 1353], [2304, 1352], [2304, 1335], [2305, 1334], [2306, 1334], [2306, 1313], [2286, 1313], [2286, 1356], [2285, 1357], [2260, 1357], [2259, 1356], [2259, 1329], [2257, 1327], [2257, 1326], [2256, 1325], [2256, 1320], [2257, 1319], [2258, 1319], [2258, 1313], [2238, 1313], [2238, 1355], [2237, 1356], [2213, 1356], [2212, 1355], [2212, 1329], [2211, 1328], [2211, 1321], [2210, 1320], [2210, 1312], [2191, 1312], [2191, 1357], [2190, 1358], [2175, 1358], [2174, 1357], [2174, 1355], [2173, 1356], [2163, 1356], [2162, 1357], [2159, 1357], [2158, 1356], [2158, 1336], [2159, 1335], [2164, 1335], [2164, 1311]]]",IC
8,pcb_9b_cc_3.png,"[[[3143, 978], [3143, 1010], [3200, 1010], [3200, 978]]]",R
9,pcb_9b_cc_3.png,"[[[3145, 1244], [3145, 1274], [3205, 1274], [3205, 1244]]]",R
