Instance ID,Image File,Vertices,Designator
0,pcb_13b_cc_11.png,"[[[2632, 2321], [2632, 2322], [2631, 2323], [2629, 2323], [2628, 2324], [2627, 2324], [2627, 2384], [2629, 2384], [2630, 2385], [2630, 2389], [2629, 2390], [2629, 2395], [2630, 2396], [2630, 2400], [2631, 2401], [2645, 2401], [2646, 2402], [2646, 2403], [2680, 2403], [2680, 2402], [2682, 2400], [2682, 2397], [2683, 2396], [2684, 2396], [2684, 2388], [2683, 2388], [2682, 2387], [2682, 2385], [2683, 2384], [2684, 2384], [2684, 2323], [2681, 2323], [2680, 2322], [2680, 2321]]]",C
1,pcb_13b_cc_11.png,"[[[2272, 2197], [2272, 2198], [2271, 2199], [2265, 2199], [2264, 2200], [2261, 2200], [2260, 2201], [2256, 2201], [2256, 2251], [2257, 2251], [2259, 2253], [2259, 2255], [2264, 2255], [2264, 2254], [2265, 2253], [2267, 2253], [2268, 2254], [2268, 2255], [2294, 2255], [2294, 2254], [2295, 2253], [2330, 2253], [2331, 2252], [2335, 2252], [2337, 2250], [2338, 2250], [2338, 2207], [2337, 2207], [2336, 2206], [2336, 2200], [2335, 2199], [2334, 2199], [2333, 2198], [2333, 2197]]]",C
2,pcb_13b_cc_11.png,"[[[1914, 1919], [1914, 1920], [1913, 1921], [1907, 1921], [1907, 1922], [1903, 1926], [1902, 1926], [1902, 1998], [1903, 1998], [1904, 1999], [1904, 2000], [1905, 2001], [1905, 2002], [1955, 2002], [1955, 2001], [1958, 1998], [1959, 1998], [1959, 1993], [1960, 1992], [1961, 1992], [1961, 1926], [1960, 1926], [1959, 1925], [1958, 1925], [1953, 1920], [1953, 1919]]]",C
3,pcb_13b_cc_11.png,"[[[1704, 2220], [1704, 2221], [1702, 2223], [1701, 2223], [1701, 2255], [1702, 2255], [1703, 2256], [1703, 2266], [1702, 2267], [1701, 2267], [1701, 2293], [1702, 2293], [1703, 2294], [1703, 2296], [1705, 2298], [1707, 2298], [1708, 2299], [1708, 2300], [1752, 2300], [1752, 2299], [1754, 2297], [1756, 2297], [1756, 2220]]]",C
4,pcb_13b_cc_11.png,"[[[2279, 1755], [2279, 1756], [2278, 1757], [2278, 1758], [2275, 1761], [2274, 1761], [2274, 1831], [2275, 1831], [2276, 1832], [2276, 1833], [2278, 1835], [2278, 1836], [2326, 1836], [2326, 1835], [2328, 1833], [2328, 1830], [2329, 1829], [2330, 1829], [2330, 1820], [2329, 1820], [2328, 1819], [2328, 1816], [2329, 1815], [2330, 1815], [2330, 1784], [2329, 1784], [2328, 1783], [2328, 1768], [2329, 1767], [2330, 1767], [2330, 1765], [2329, 1765], [2328, 1764], [2328, 1757], [2327, 1756], [2327, 1755]]]",C
5,pcb_13b_cc_11.png,"[[[3051, 1383], [3051, 1384], [3047, 1388], [3047, 1391], [3046, 1392], [3045, 1392], [3045, 1432], [3046, 1432], [3047, 1433], [3047, 1438], [3048, 1439], [3048, 1441], [3101, 1441], [3101, 1440], [3102, 1439], [3116, 1439], [3117, 1438], [3124, 1438], [3126, 1436], [3126, 1426], [3127, 1425], [3128, 1425], [3128, 1387], [3127, 1387], [3125, 1385], [3124, 1385], [3123, 1384], [3123, 1383]]]",C
6,pcb_13b_cc_11.png,"[[[4471, 1138], [4471, 1139], [4470, 1140], [4470, 1208], [4469, 1209], [4468, 1209], [4468, 1250], [4469, 1250], [4470, 1251], [4470, 1252], [4607, 1252], [4607, 1251], [4608, 1250], [4608, 1234], [4609, 1233], [4610, 1233], [4610, 1138]]]",R
7,pcb_13b_cc_11.png,"[[[1962, 1345], [1962, 1346], [1961, 1347], [1948, 1347], [1946, 1349], [1945, 1349], [1945, 1395], [1946, 1395], [1947, 1396], [1947, 1399], [1949, 1401], [1957, 1401], [1958, 1402], [1960, 1402], [1961, 1403], [1961, 1404], [1992, 1404], [1992, 1403], [1993, 1402], [2003, 1402], [2004, 1401], [2008, 1401], [2009, 1400], [2022, 1400], [2023, 1399], [2024, 1399], [2025, 1398], [2026, 1398], [2026, 1349], [2025, 1349], [2023, 1347], [2006, 1347], [2005, 1346], [2005, 1345]]]",C
8,pcb_13b_cc_11.png,"[[[2183, 1342], [2183, 1343], [2182, 1344], [2176, 1344], [2173, 1347], [2172, 1347], [2172, 1391], [2173, 1391], [2174, 1392], [2174, 1395], [2175, 1396], [2176, 1396], [2177, 1397], [2181, 1397], [2182, 1398], [2182, 1399], [2229, 1399], [2229, 1398], [2230, 1397], [2243, 1397], [2244, 1396], [2250, 1396], [2253, 1393], [2254, 1393], [2254, 1345], [2253, 1345], [2251, 1343], [2251, 1342]]]",C
9,pcb_13b_cc_11.png,"[[[1456, 1003], [1456, 1004], [1454, 1006], [1453, 1006], [1453, 1056], [1454, 1056], [1455, 1057], [1455, 1058], [1528, 1058], [1528, 1057], [1531, 1054], [1532, 1054], [1532, 1003]]]",C
