Instance ID,Image File,Vertices,Designator
0,pcb_8b_cc_2.png,"[[[1012, 716], [1012, 717], [1011, 718], [1010, 718], [1010, 725], [1009, 726], [1009, 739], [1019, 739], [1020, 738], [1039, 738], [1040, 739], [1050, 739], [1050, 718], [1049, 717], [1049, 716]]]",
1,pcb_8b_cc_2.png,"[[[1011, 858], [1011, 877], [1020, 877], [1020, 875], [1021, 874], [1022, 874], [1023, 875], [1041, 875], [1042, 876], [1042, 877], [1051, 877], [1051, 859], [1050, 859], [1049, 858], [1041, 858], [1040, 859], [1023, 859], [1022, 858]]]",
2,pcb_8b_cc_2.png,"[[[1206, 906], [1206, 923], [1237, 923], [1238, 924], [1243, 924], [1243, 906]]]",
3,pcb_8b_cc_2.png,"[[[2811, 830], [2811, 851], [2820, 851], [2821, 850], [2841, 850], [2842, 851], [2852, 851], [2852, 831], [2842, 831], [2841, 832], [2819, 832], [2818, 831], [2818, 830]]]",
4,pcb_8b_cc_2.png,"[[[2809, 922], [2809, 941], [2847, 941], [2847, 930], [2848, 929], [2848, 922], [2841, 922], [2841, 923], [2840, 924], [2820, 924], [2819, 923], [2819, 922]]]",
5,pcb_8b_cc_2.png,"[[[2937, 924], [2936, 925], [2936, 926], [2935, 927], [2935, 928], [2934, 929], [2933, 929], [2933, 939], [2935, 939], [2936, 940], [2936, 943], [2976, 943], [2976, 924]]]",
6,pcb_8b_cc_2.png,"[[[3049, 875], [3049, 896], [3083, 896], [3084, 897], [3091, 897], [3091, 876], [3088, 876], [3087, 875]]]",
7,pcb_8b_cc_2.png,"[[[3049, 923], [3049, 937], [3048, 938], [3048, 943], [3055, 943], [3056, 944], [3088, 944], [3088, 923]]]",
8,pcb_8b_cc_2.png,"[[[2811, 877], [2811, 896], [2844, 896], [2845, 897], [2850, 897], [2850, 877]]]",
9,pcb_8b_cc_2.png,"[[[3572, 703], [3572, 704], [3570, 706], [3570, 730], [3571, 730], [3572, 731], [3572, 733], [3573, 734], [3600, 734], [3601, 735], [3617, 735], [3617, 734], [3618, 733], [3620, 733], [3620, 703]]]",
10,pcb_8b_cc_2.png,"[[[3572, 763], [3572, 790], [3605, 790], [3606, 791], [3607, 791], [3607, 786], [3608, 785], [3610, 785], [3610, 784], [3611, 783], [3612, 783], [3612, 782], [3613, 781], [3614, 781], [3614, 773], [3613, 773], [3612, 772], [3612, 770], [3611, 769], [3609, 769], [3608, 768], [3608, 763], [3606, 763], [3605, 764], [3586, 764], [3585, 763]]]",
11,pcb_8b_cc_2.png,"[[[4336, 684], [4336, 702], [4370, 702], [4372, 700], [4372, 687], [4371, 687], [4370, 686], [4370, 684]]]",
12,pcb_8b_cc_2.png,"[[[4638, 991], [4637, 992], [4636, 992], [4635, 993], [4634, 993], [4634, 1004], [4636, 1006], [4636, 1007], [4637, 1008], [4638, 1008], [4639, 1009], [4660, 1009], [4661, 1010], [4668, 1010], [4668, 1009], [4669, 1008], [4671, 1008], [4671, 995], [4672, 994], [4672, 993], [4670, 991]]]",
13,pcb_8b_cc_2.png,"[[[4951, 990], [4950, 991], [4949, 991], [4949, 992], [4948, 993], [4947, 993], [4947, 1005], [4949, 1005], [4950, 1006], [4950, 1007], [4980, 1007], [4982, 1005], [4982, 991], [4980, 991], [4979, 990]]]",
