Instance ID,Image File,Vertices,Designator
0,pcb_7b_cc_8.png,"[[[4081, 3117], [4080, 3118], [4079, 3118], [4079, 3133], [4080, 3133], [4081, 3134], [4111, 3134], [4112, 3133], [4113, 3133], [4113, 3118], [4112, 3118], [4111, 3117]]]",C
1,pcb_7b_cc_8.png,"[[[4080, 2959], [4080, 2976], [4115, 2976], [4115, 2974], [4116, 2973], [4117, 2973], [4118, 2972], [4118, 2962], [4117, 2961], [4116, 2961], [4115, 2960], [4115, 2959]]]",R
2,pcb_7b_cc_8.png,"[[[4321, 2862], [4320, 2863], [4319, 2863], [4319, 2889], [4320, 2889], [4321, 2890], [4375, 2890], [4376, 2889], [4377, 2889], [4377, 2863], [4376, 2863], [4375, 2862]]]",C
3,pcb_7b_cc_8.png,"[[[4314, 2779], [4313, 2780], [4312, 2780], [4312, 2795], [4313, 2795], [4314, 2796], [4344, 2796], [4345, 2795], [4346, 2795], [4346, 2780], [4345, 2780], [4344, 2779]]]",C
4,pcb_7b_cc_8.png,"[[[4386, 2714], [4385, 2715], [4380, 2715], [4379, 2716], [4378, 2716], [4378, 2749], [4379, 2749], [4380, 2750], [4384, 2750], [4385, 2749], [4394, 2749], [4395, 2748], [4396, 2748], [4396, 2715], [4395, 2715], [4394, 2714]]]",R
5,pcb_7b_cc_8.png,"[[[4309, 2716], [4308, 2717], [4307, 2717], [4307, 2733], [4308, 2733], [4309, 2734], [4342, 2734], [4343, 2733], [4344, 2733], [4344, 2717], [4343, 2717], [4342, 2716]]]",R
6,pcb_7b_cc_8.png,"[[[4194, 2643], [4193, 2644], [4192, 2644], [4192, 2658], [4193, 2658], [4194, 2659], [4224, 2659], [4225, 2658], [4226, 2658], [4226, 2644], [4225, 2644], [4224, 2643]]]",C
7,pcb_7b_cc_8.png,"[[[4117, 2642], [4116, 2643], [4115, 2643], [4115, 2659], [4116, 2659], [4117, 2660], [4146, 2660], [4147, 2659], [4148, 2659], [4148, 2643], [4147, 2643], [4146, 2642]]]",C
8,pcb_7b_cc_8.png,"[[[4048, 2673], [4047, 2674], [4032, 2674], [4031, 2675], [4030, 2675], [4030, 2692], [4031, 2692], [4032, 2693], [4047, 2693], [4048, 2692], [4062, 2692], [4063, 2691], [4064, 2691], [4064, 2683], [4063, 2682], [4063, 2674], [4062, 2674], [4061, 2673]]]",C
9,pcb_7b_cc_8.png,"[[[4012, 2721], [4011, 2722], [4010, 2722], [4010, 2739], [4011, 2739], [4012, 2740], [4046, 2740], [4048, 2738], [4048, 2721], [4047, 2722], [4046, 2721]]]",R
10,pcb_7b_cc_8.png,"[[[4235, 2411], [4234, 2412], [4233, 2412], [4233, 2446], [4234, 2446], [4235, 2447], [4252, 2447], [4253, 2446], [4254, 2446], [4254, 2413], [4253, 2412], [4252, 2412], [4251, 2411]]]",R
11,pcb_7b_cc_8.png,"[[[4157, 2388], [4156, 2389], [4155, 2389], [4155, 2423], [4156, 2423], [4157, 2424], [4175, 2424], [4176, 2423], [4177, 2423], [4177, 2389], [4176, 2389], [4175, 2388]]]",R
