Instance ID,Image File,Vertices,Designator
0,pcb_2f_cc_10.png,"[[[2076, 2102], [2075, 2103], [2074, 2103], [2073, 2104], [2073, 2107], [2072, 2108], [2072, 2112], [2071, 2113], [2071, 2125], [2070, 2126], [2070, 2151], [2071, 2152], [2071, 2154], [2072, 2154], [2073, 2155], [2090, 2155], [2091, 2154], [2092, 2154], [2093, 2153], [2094, 2153], [2095, 2152], [2095, 2140], [2096, 2139], [2096, 2118], [2097, 2117], [2097, 2115], [2096, 2114], [2096, 2107], [2095, 2106], [2095, 2105], [2093, 2103], [2092, 2103], [2091, 2102]]]",C
1,pcb_2f_cc_10.png,"[[[2074, 2223], [2073, 2224], [2072, 2224], [2072, 2225], [2071, 2226], [2071, 2227], [2070, 2228], [2070, 2270], [2072, 2272], [2072, 2273], [2073, 2273], [2074, 2274], [2077, 2274], [2078, 2275], [2087, 2275], [2088, 2274], [2092, 2274], [2093, 2273], [2094, 2273], [2094, 2270], [2096, 2268], [2096, 2261], [2097, 2260], [2097, 2239], [2096, 2238], [2096, 2230], [2097, 2229], [2097, 2227], [2096, 2226], [2096, 2225], [2095, 2224], [2094, 2224], [2093, 2223]]]",C
2,pcb_2f_cc_10.png,"[[[2095, 2388], [2094, 2389], [2093, 2389], [2091, 2391], [2091, 2398], [2090, 2399], [2090, 2403], [2091, 2404], [2091, 2427], [2092, 2428], [2092, 2438], [2093, 2438], [2094, 2439], [2099, 2439], [2100, 2440], [2113, 2440], [2114, 2439], [2115, 2439], [2115, 2437], [2116, 2436], [2116, 2428], [2117, 2427], [2117, 2402], [2118, 2401], [2119, 2401], [2119, 2398], [2118, 2397], [2118, 2395], [2115, 2392], [2115, 2389], [2114, 2389], [2113, 2388]]]",C
3,pcb_2f_cc_10.png,"[[[3290, 2903], [3289, 2904], [3288, 2904], [3288, 2932], [3289, 2932], [3290, 2933], [3336, 2933], [3337, 2932], [3338, 2932], [3338, 2904], [3337, 2904], [3336, 2903]]]",R
4,pcb_2f_cc_10.png,"[[[3160, 2905], [3159, 2906], [3158, 2906], [3158, 2933], [3159, 2933], [3160, 2934], [3208, 2934], [3209, 2933], [3210, 2933], [3210, 2906], [3209, 2906], [3208, 2905]]]",R
5,pcb_2f_cc_10.png,"[[[3143, 2726], [3142, 2727], [3141, 2727], [3141, 2780], [3142, 2780], [3143, 2781], [3170, 2781], [3171, 2780], [3172, 2780], [3172, 2727], [3171, 2727], [3170, 2726]]]",R
6,pcb_2f_cc_10.png,"[[[3244, 2728], [3243, 2729], [3242, 2729], [3242, 2781], [3243, 2781], [3244, 2782], [3271, 2782], [3272, 2781], [3273, 2781], [3273, 2729], [3272, 2729], [3271, 2728]]]",R
7,pcb_2f_cc_10.png,"[[[3587, 3057], [3586, 3058], [3585, 3058], [3585, 3113], [3586, 3113], [3587, 3114], [3612, 3114], [3613, 3113], [3614, 3113], [3614, 3058], [3613, 3058], [3612, 3057]]]",R
8,pcb_2f_cc_10.png,"[[[3495, 3058], [3494, 3059], [3493, 3059], [3493, 3112], [3494, 3113], [3495, 3113], [3496, 3114], [3516, 3114], [3517, 3113], [3519, 3113], [3520, 3112], [3521, 3112], [3522, 3111], [3522, 3060], [3521, 3059], [3520, 3059], [3519, 3058]]]",R
9,pcb_2f_cc_10.png,"[[[3588, 2917], [3587, 2918], [3586, 2918], [3586, 2974], [3587, 2974], [3588, 2975], [3614, 2975], [3615, 2974], [3616, 2974], [3616, 2918], [3615, 2918], [3614, 2917]]]",R
10,pcb_2f_cc_10.png,"[[[3494, 2921], [3493, 2922], [3492, 2922], [3492, 2975], [3493, 2975], [3494, 2976], [3520, 2976], [3521, 2975], [3522, 2975], [3522, 2922], [3521, 2922], [3520, 2921]]]",R
11,pcb_2f_cc_10.png,"[[[3338, 3057], [3337, 3058], [3336, 3058], [3336, 3115], [3337, 3115], [3338, 3116], [3363, 3116], [3364, 3115], [3365, 3115], [3365, 3058], [3364, 3058], [3363, 3057]]]",R
12,pcb_2f_cc_10.png,"[[[3246, 3057], [3245, 3058], [3244, 3058], [3243, 3059], [3243, 3068], [3244, 3069], [3244, 3110], [3245, 3111], [3246, 3111], [3247, 3112], [3271, 3112], [3272, 3111], [3273, 3111], [3273, 3067], [3274, 3066], [3274, 3058], [3273, 3058], [3272, 3057]]]",L
13,pcb_2f_cc_10.png,"[[[3152, 3056], [3151, 3057], [3150, 3057], [3149, 3058], [3149, 3068], [3151, 3070], [3151, 3079], [3152, 3080], [3152, 3101], [3151, 3102], [3151, 3112], [3152, 3112], [3153, 3113], [3177, 3113], [3178, 3112], [3179, 3112], [3180, 3111], [3180, 3103], [3179, 3102], [3179, 3069], [3181, 3067], [3181, 3064], [3180, 3063], [3180, 3058], [3179, 3057], [3178, 3057], [3177, 3056]]]",L
14,pcb_2f_cc_10.png,"[[[3031, 3122], [3030, 3123], [3003, 3123], [3003, 3158], [3004, 3159], [3004, 3181], [3034, 3181], [3034, 3143], [3033, 3142], [3033, 3122]]]",R
15,pcb_2f_cc_10.png,"[[[2929, 3122], [2929, 3178], [2960, 3178], [2960, 3122]]]",L
16,pcb_2f_cc_10.png,"[[[2762, 3126], [2762, 3179], [2791, 3179], [2791, 3126]]]",R
17,pcb_2f_cc_10.png,"[[[2688, 3123], [2688, 3176], [2716, 3176], [2716, 3123]]]",L
18,pcb_2f_cc_10.png,"[[[2597, 3125], [2597, 3178], [2626, 3178], [2626, 3125]]]",R
19,pcb_2f_cc_10.png,"[[[2542, 3122], [2541, 3123], [2523, 3123], [2522, 3124], [2522, 3179], [2551, 3179], [2551, 3122]]]",L
20,pcb_2f_cc_10.png,"[[[3003, 2936], [3003, 2991], [3033, 2991], [3033, 2936]]]",R
21,pcb_2f_cc_10.png,"[[[2945, 2938], [2944, 2939], [2929, 2939], [2929, 2993], [2957, 2993], [2957, 2938]]]",R
22,pcb_2f_cc_10.png,"[[[2837, 2941], [2837, 2994], [2865, 2994], [2865, 2942], [2864, 2942], [2863, 2941]]]",R
23,pcb_2f_cc_10.png,"[[[2763, 2935], [2763, 2993], [2793, 2993], [2793, 2935]]]",R
24,pcb_2f_cc_10.png,"[[[2688, 2938], [2688, 2993], [2719, 2993], [2719, 2938]]]",R
25,pcb_2f_cc_10.png,"[[[2597, 2941], [2597, 2995], [2626, 2995], [2626, 2941]]]",R
26,pcb_2f_cc_10.png,"[[[2523, 2937], [2523, 2993], [2552, 2993], [2552, 2937]]]",R
27,pcb_2f_cc_10.png,"[[[2730, 3348], [2729, 3349], [2692, 3349], [2691, 3350], [2690, 3350], [2689, 3351], [2688, 3351], [2688, 3372], [2689, 3372], [2690, 3373], [2691, 3373], [2692, 3374], [2730, 3374], [2731, 3373], [2732, 3373], [2733, 3374], [2736, 3374], [2737, 3373], [2738, 3373], [2739, 3372], [2740, 3372], [2740, 3349], [2739, 3349], [2738, 3348]]]",C
28,pcb_2f_cc_10.png,"[[[3642, 2244], [3641, 2245], [3640, 2245], [3640, 2254], [3639, 2255], [3638, 2255], [3637, 2256], [3637, 2286], [3636, 2287], [3635, 2287], [3634, 2288], [3624, 2288], [3623, 2289], [3599, 2289], [3598, 2290], [3597, 2290], [3597, 2332], [3598, 2332], [3599, 2333], [3600, 2333], [3601, 2334], [3602, 2334], [3603, 2335], [3603, 2337], [3604, 2338], [3604, 2367], [3605, 2368], [3605, 2378], [3606, 2378], [3607, 2379], [3607, 2381], [3608, 2381], [3609, 2382], [3612, 2382], [3613, 2381], [3614, 2381], [3614, 2374], [3613, 2373], [3613, 2359], [3614, 2358], [3615, 2358], [3616, 2357], [3617, 2357], [3618, 2356], [3619, 2356], [3619, 2338], [3620, 2337], [3621, 2337], [3622, 2336], [3643, 2336], [3644, 2335], [3669, 2335], [3670, 2336], [3671, 2336], [3672, 2337], [3672, 2343], [3673, 2344], [3673, 2379], [3674, 2379], [3675, 2380], [3677, 2380], [3678, 2381], [3684, 2381], [3685, 2380], [3686, 2380], [3687, 2379], [3688, 2379], [3688, 2336], [3689, 2335], [3690, 2335], [3691, 2334], [3696, 2334], [3697, 2333], [3698, 2333], [3698, 2330], [3697, 2329], [3697, 2324], [3698, 2323], [3698, 2291], [3697, 2291], [3696, 2290], [3695, 2290], [3694, 2289], [3654, 2289], [3653, 2288], [3652, 2288], [3651, 2287], [3651, 2256], [3650, 2256], [3649, 2255], [3649, 2245], [3648, 2245], [3647, 2244]]]",IC
29,pcb_2f_cc_10.png,"[[[3488, 2244], [3487, 2245], [3486, 2245], [3486, 2246], [3485, 2247], [3484, 2247], [3483, 2248], [3483, 2252], [3481, 2254], [3480, 2254], [3480, 2290], [3479, 2291], [3478, 2291], [3477, 2292], [3456, 2292], [3455, 2293], [3442, 2293], [3441, 2294], [3440, 2294], [3439, 2295], [3439, 2335], [3440, 2335], [3441, 2336], [3443, 2336], [3444, 2337], [3445, 2337], [3446, 2338], [3446, 2344], [3447, 2345], [3447, 2364], [3448, 2365], [3448, 2378], [3449, 2379], [3449, 2380], [3450, 2380], [3451, 2381], [3457, 2381], [3458, 2380], [3459, 2380], [3459, 2339], [3460, 2338], [3461, 2338], [3462, 2337], [3512, 2337], [3513, 2338], [3514, 2338], [3515, 2339], [3515, 2347], [3516, 2348], [3516, 2363], [3517, 2364], [3517, 2380], [3518, 2380], [3519, 2381], [3528, 2381], [3529, 2380], [3530, 2380], [3530, 2339], [3531, 2338], [3532, 2338], [3533, 2337], [3538, 2337], [3539, 2336], [3540, 2336], [3540, 2315], [3539, 2314], [3539, 2293], [3538, 2293], [3537, 2292], [3497, 2292], [3496, 2291], [3495, 2291], [3494, 2290], [3494, 2285], [3493, 2284], [3493, 2247], [3492, 2247], [3491, 2246], [3491, 2245], [3490, 2245], [3489, 2244]]]",IC
30,pcb_2f_cc_10.png,"[[[3460, 2072], [3460, 2178], [3515, 2178], [3515, 2072]]]",R
31,pcb_2f_cc_10.png,"[[[3617, 2073], [3617, 2177], [3670, 2177], [3670, 2073]]]",R
32,pcb_2f_cc_10.png,"[[[3164, 2323], [3163, 2324], [3138, 2324], [3137, 2325], [3136, 2325], [3136, 2326], [3135, 2327], [3135, 2364], [3136, 2365], [3136, 2366], [3139, 2369], [3140, 2369], [3141, 2370], [3147, 2370], [3148, 2369], [3181, 2369], [3182, 2368], [3207, 2368], [3208, 2367], [3209, 2367], [3210, 2366], [3210, 2325], [3209, 2324], [3208, 2324], [3207, 2323]]]",L
33,pcb_2f_cc_10.png,"[[[3175, 1743], [3174, 1744], [3173, 1744], [3173, 1768], [3174, 1769], [3175, 1769], [3176, 1770], [3226, 1770], [3227, 1769], [3228, 1769], [3229, 1768], [3229, 1745], [3228, 1744], [3227, 1744], [3226, 1743]]]",C
34,pcb_2f_cc_10.png,"[[[3295, 1743], [3295, 1775], [3350, 1775], [3350, 1743]]]",R
35,pcb_2f_cc_10.png,"[[[3295, 1662], [3295, 1691], [3348, 1691], [3348, 1662]]]",R
