Instance ID,Image File,Vertices,Designator
0,pcb_95f_cc_33.png,"[[[1982, 1688], [1965, 1688], [1964, 1689], [1963, 1689], [1963, 1690], [1963, 1691], [1963, 1691], [1963, 1725], [1963, 1726], [1965, 1726], [1966, 1726], [1981, 1726], [1983, 1726], [1983, 1725], [1983, 1724], [1984, 1723], [1983, 1690], [1983, 1689], [1983, 1689]]]",
1,pcb_95f_cc_33.png,"[[[1759, 1402], [1759, 1429], [1768, 1429], [1768, 1440], [1769, 1442], [1774, 1442], [1776, 1441], [1777, 1431], [1800, 1431], [1801, 1441], [1802, 1442], [1806, 1443], [1809, 1443], [1810, 1440], [1809, 1429], [1815, 1428], [1814, 1398], [1794, 1398], [1793, 1387], [1793, 1385], [1790, 1384], [1785, 1384], [1782, 1385], [1782, 1398], [1760, 1399]]]",
2,pcb_95f_cc_33.png,"[[[1474, 1485], [1472, 1518], [1492, 1520], [1492, 1526], [1494, 1528], [1496, 1529], [1508, 1528], [1509, 1527], [1510, 1520], [1528, 1519], [1528, 1486], [1523, 1485], [1522, 1477], [1521, 1474], [1520, 1474], [1512, 1474], [1512, 1474], [1511, 1475], [1511, 1484], [1490, 1484], [1491, 1476], [1491, 1474], [1489, 1473], [1480, 1473], [1479, 1473], [1479, 1475], [1479, 1485]]]",
3,pcb_95f_cc_33.png,"[[[1599, 1452], [1585, 1452], [1585, 1452], [1584, 1453], [1584, 1495], [1584, 1497], [1584, 1499], [1585, 1500], [1586, 1500], [1598, 1501], [1600, 1530], [1601, 1532], [1601, 1533], [1602, 1534], [1605, 1534], [1608, 1534], [1609, 1531], [1608, 1504], [1626, 1505], [1628, 1528], [1629, 1529], [1629, 1531], [1630, 1532], [1630, 1533], [1631, 1533], [1636, 1533], [1637, 1533], [1637, 1532], [1638, 1532], [1637, 1506], [1653, 1507], [1656, 1532], [1658, 1534], [1659, 1534], [1660, 1534], [1663, 1534], [1664, 1533], [1665, 1529], [1665, 1521], [1664, 1507], [1675, 1505], [1677, 1503], [1678, 1502], [1679, 1500], [1678, 1451], [1676, 1449], [1675, 1448], [1671, 1448], [1664, 1449], [1665, 1441], [1667, 1434], [1666, 1419], [1666, 1418], [1665, 1418], [1662, 1418], [1660, 1418], [1659, 1419], [1660, 1433], [1657, 1438], [1654, 1447], [1654, 1450], [1655, 1451], [1637, 1452], [1637, 1447], [1639, 1437], [1638, 1418], [1636, 1418], [1634, 1418], [1633, 1418], [1632, 1420], [1631, 1421], [1631, 1437], [1629, 1443], [1628, 1446], [1627, 1448], [1627, 1451], [1609, 1451], [1609, 1444], [1614, 1438], [1613, 1419], [1612, 1417], [1611, 1416], [1608, 1416], [1605, 1417], [1604, 1418], [1604, 1418], [1606, 1440], [1599, 1447]]]",
4,pcb_95f_cc_33.png,"[[[1264, 1801], [1223, 1800], [1222, 1800], [1221, 1801], [1220, 1805], [1208, 1805], [1206, 1806], [1205, 1807], [1206, 1809], [1206, 1810], [1220, 1810], [1220, 1826], [1206, 1827], [1205, 1828], [1205, 1830], [1205, 1831], [1206, 1832], [1218, 1831], [1220, 1830], [1220, 1847], [1216, 1848], [1208, 1848], [1207, 1849], [1206, 1850], [1206, 1852], [1217, 1852], [1220, 1851], [1220, 1860], [1221, 1861], [1224, 1862], [1267, 1862], [1269, 1861], [1271, 1860], [1271, 1853], [1284, 1853], [1285, 1852], [1285, 1851], [1283, 1849], [1282, 1848], [1271, 1848], [1270, 1835], [1283, 1834], [1284, 1833], [1284, 1830], [1284, 1829], [1283, 1829], [1281, 1828], [1270, 1828], [1270, 1813], [1283, 1812], [1284, 1811], [1284, 1809], [1283, 1808], [1282, 1807], [1269, 1806], [1269, 1801]]]",
5,pcb_95f_cc_33.png,"[[[1435, 1714], [1394, 1713], [1393, 1714], [1392, 1714], [1391, 1718], [1379, 1718], [1377, 1719], [1376, 1720], [1377, 1723], [1377, 1724], [1391, 1724], [1391, 1739], [1377, 1740], [1376, 1741], [1376, 1744], [1376, 1745], [1378, 1745], [1389, 1745], [1391, 1744], [1391, 1760], [1387, 1762], [1379, 1762], [1378, 1762], [1377, 1764], [1377, 1765], [1388, 1766], [1391, 1764], [1391, 1773], [1392, 1775], [1395, 1775], [1438, 1775], [1440, 1775], [1442, 1773], [1442, 1767], [1455, 1766], [1456, 1766], [1456, 1764], [1455, 1762], [1453, 1761], [1442, 1761], [1441, 1749], [1454, 1747], [1455, 1747], [1455, 1744], [1455, 1743], [1454, 1742], [1453, 1742], [1441, 1741], [1441, 1727], [1454, 1726], [1455, 1724], [1455, 1722], [1454, 1721], [1453, 1720], [1440, 1719], [1440, 1714]]]",
6,pcb_95f_cc_33.png,"[[[4666, 2559], [4666, 2544], [4666, 2544], [4664, 2543], [4652, 2544], [4650, 2544], [4649, 2546], [4650, 2560], [4638, 2560], [4637, 2561], [4636, 2655], [4631, 2655], [4629, 2657], [4629, 2659], [4629, 2662], [4630, 2663], [4632, 2665], [4636, 2665], [4630, 2793], [4630, 2796], [4630, 2798], [4631, 2799], [4633, 2801], [4638, 2803], [4648, 2804], [4649, 2814], [4651, 2817], [4653, 2819], [4655, 2820], [4657, 2820], [4659, 2820], [4660, 2819], [4665, 2817], [4665, 2816], [4665, 2809], [4704, 2809], [4705, 2813], [4707, 2816], [4708, 2817], [4711, 2818], [4716, 2818], [4718, 2816], [4718, 2815], [4719, 2813], [4719, 2809], [4758, 2810], [4760, 2814], [4761, 2815], [4764, 2816], [4766, 2816], [4768, 2816], [4772, 2815], [4773, 2814], [4773, 2810], [4813, 2810], [4814, 2815], [4815, 2816], [4818, 2817], [4823, 2817], [4825, 2816], [4826, 2815], [4827, 2810], [4841, 2809], [4845, 2802], [4846, 2793], [4845, 2712], [4848, 2711], [4848, 2709], [4848, 2701], [4846, 2700], [4844, 2700], [4841, 2564], [4840, 2560], [4839, 2558], [4836, 2557], [4832, 2556], [4828, 2556], [4828, 2545], [4828, 2544], [4826, 2544], [4812, 2544], [4812, 2544], [4812, 2556], [4774, 2557], [4773, 2545], [4772, 2544], [4760, 2544], [4759, 2544], [4758, 2545], [4758, 2557], [4721, 2557], [4720, 2545], [4720, 2544], [4718, 2543], [4706, 2544], [4705, 2544], [4704, 2545], [4704, 2558]]]",
7,pcb_95f_cc_33.png,"[[[4379, 2576], [4369, 2576], [4367, 2577], [4367, 2578], [4366, 2668], [4363, 2668], [4361, 2669], [4360, 2672], [4361, 2678], [4362, 2679], [4367, 2679], [4364, 2825], [4366, 2827], [4368, 2827], [4380, 2827], [4379, 2834], [4380, 2837], [4381, 2838], [4397, 2838], [4398, 2834], [4398, 2828], [4434, 2828], [4435, 2837], [4450, 2837], [4450, 2829], [4488, 2830], [4488, 2837], [4491, 2838], [4503, 2837], [4504, 2835], [4504, 2830], [4543, 2829], [4543, 2835], [4544, 2837], [4547, 2838], [4557, 2837], [4558, 2836], [4558, 2830], [4574, 2829], [4581, 2820], [4576, 2728], [4580, 2727], [4579, 2715], [4575, 2715], [4571, 2578], [4570, 2575], [4569, 2575], [4558, 2573], [4559, 2567], [4559, 2565], [4558, 2565], [4544, 2565], [4542, 2568], [4542, 2572], [4504, 2573], [4504, 2567], [4501, 2567], [4490, 2567], [4489, 2569], [4488, 2574], [4451, 2573], [4450, 2567], [4449, 2565], [4443, 2565], [4440, 2565], [4437, 2567], [4436, 2569], [4435, 2573], [4398, 2574], [4398, 2567], [4396, 2566], [4384, 2565], [4381, 2567], [4381, 2568], [4381, 2570], [4381, 2576]]]",
8,pcb_95f_cc_33.png,"[[[4214, 2567], [4089, 2565], [4088, 2561], [4085, 2559], [4083, 2559], [4080, 2560], [4078, 2562], [4078, 2565], [3987, 2564], [3985, 2565], [3984, 2567], [3983, 2570], [3982, 2578], [3975, 2579], [3976, 2593], [3976, 2593], [3978, 2594], [3981, 2593], [3981, 2632], [3977, 2633], [3976, 2633], [3975, 2634], [3975, 2635], [3976, 2647], [3976, 2648], [3976, 2648], [3981, 2649], [3981, 2687], [3977, 2686], [3975, 2687], [3976, 2700], [3976, 2701], [3976, 2701], [3977, 2702], [3980, 2702], [3979, 2740], [3974, 2741], [3972, 2742], [3971, 2744], [3972, 2750], [3973, 2754], [3974, 2755], [3976, 2756], [3978, 2756], [3982, 2767], [3982, 2768], [3982, 2770], [3984, 2772], [3988, 2775], [3992, 2777], [4123, 2773], [4124, 2776], [4124, 2777], [4126, 2778], [4128, 2778], [4134, 2777], [4135, 2776], [4135, 2773], [4227, 2770], [4229, 2770], [4231, 2768], [4231, 2766], [4231, 2763], [4232, 2762], [4232, 2758], [4246, 2757], [4246, 2757], [4247, 2756], [4247, 2754], [4247, 2742], [4247, 2741], [4245, 2740], [4233, 2740], [4232, 2703], [4244, 2703], [4246, 2702], [4247, 2701], [4247, 2700], [4247, 2689], [4246, 2688], [4245, 2688], [4232, 2687], [4232, 2650], [4245, 2650], [4247, 2649], [4247, 2649], [4247, 2648], [4247, 2636], [4246, 2635], [4244, 2634], [4231, 2633], [4232, 2596], [4245, 2596], [4247, 2595], [4248, 2593], [4247, 2581], [4247, 2580], [4230, 2580], [4231, 2574], [4226, 2568]]]",
9,pcb_95f_cc_33.png,"[[[3716, 2558], [3702, 2559], [3701, 2560], [3700, 2562], [3698, 2657], [3695, 2657], [3694, 2657], [3694, 2669], [3694, 2670], [3697, 2671], [3692, 2797], [3693, 2802], [3694, 2805], [3695, 2806], [3714, 2808], [3714, 2815], [3716, 2816], [3721, 2818], [3729, 2818], [3730, 2816], [3731, 2811], [3768, 2812], [3768, 2817], [3770, 2817], [3779, 2818], [3782, 2818], [3783, 2817], [3784, 2812], [3823, 2813], [3823, 2816], [3824, 2817], [3835, 2819], [3836, 2818], [3837, 2818], [3838, 2814], [3876, 2815], [3878, 2819], [3882, 2820], [3888, 2820], [3890, 2819], [3891, 2817], [3904, 2818], [3905, 2817], [3906, 2816], [3906, 2812], [3906, 2715], [3911, 2714], [3912, 2714], [3911, 2705], [3910, 2704], [3907, 2704], [3902, 2563], [3892, 2560], [3892, 2557], [3893, 2556], [3893, 2550], [3892, 2549], [3889, 2548], [3880, 2548], [3878, 2549], [3877, 2554], [3878, 2556], [3880, 2557], [3879, 2559], [3839, 2560], [3839, 2549], [3838, 2548], [3825, 2548], [3824, 2549], [3823, 2559], [3785, 2560], [3786, 2550], [3785, 2548], [3784, 2548], [3771, 2548], [3770, 2548], [3770, 2549], [3769, 2559], [3731, 2559], [3732, 2549], [3731, 2548], [3731, 2547], [3717, 2547], [3716, 2548], [3716, 2555]]]",
