Instance ID,Image File,Vertices,Designator
0,pcb_8b_cc_3.png,"[[[7015, 4339], [7015, 4371], [7031, 4371], [7031, 4369], [7032, 4368], [7061, 4368], [7062, 4369], [7062, 4370], [7076, 4370], [7076, 4340], [7063, 4340], [7063, 4341], [7062, 4342], [7032, 4342], [7031, 4341], [7031, 4339]]]",R
1,pcb_8b_cc_3.png,"[[[7017, 4126], [7016, 4127], [7016, 4155], [7017, 4155], [7018, 4156], [7020, 4156], [7021, 4157], [7032, 4157], [7032, 4156], [7033, 4155], [7060, 4155], [7061, 4156], [7078, 4156], [7078, 4127], [7079, 4126], [7064, 4126], [7063, 4127], [7063, 4129], [7062, 4130], [7031, 4130], [7030, 4129], [7030, 4127], [7031, 4126]]]",R
2,pcb_8b_cc_3.png,"[[[6720, 4055], [6720, 4082], [6728, 4082], [6729, 4083], [6777, 4083], [6777, 4056], [6729, 4056], [6728, 4055]]]",C
3,pcb_8b_cc_3.png,"[[[4243, 4178], [4243, 4210], [4258, 4210], [4258, 4209], [4259, 4208], [4294, 4208], [4295, 4209], [4295, 4210], [4300, 4210], [4301, 4211], [4306, 4211], [4306, 4179], [4300, 4179], [4299, 4178], [4292, 4178], [4291, 4179], [4259, 4179], [4258, 4178]]]",R
4,pcb_8b_cc_3.png,"[[[4249, 4039], [4249, 4067], [4260, 4067], [4261, 4066], [4292, 4066], [4293, 4067], [4293, 4068], [4309, 4068], [4309, 4040], [4296, 4040], [4295, 4039]]]",R
5,pcb_8b_cc_3.png,"[[[4050, 4037], [4050, 4067], [4112, 4067], [4112, 4066], [4113, 4065], [4113, 4063], [4114, 4062], [4114, 4060], [4115, 4059], [4118, 4059], [4118, 4043], [4114, 4043], [4113, 4042], [4113, 4037]]]",R
6,pcb_8b_cc_3.png,"[[[3875, 4112], [3875, 4143], [3936, 4143], [3936, 4112]]]",R
7,pcb_8b_cc_3.png,"[[[3878, 4039], [3878, 4069], [3939, 4069], [3939, 4039]]]",R
8,pcb_8b_cc_3.png,"[[[4249, 4111], [4249, 4138], [4302, 4138], [4303, 4137], [4305, 4137], [4305, 4129], [4306, 4128], [4306, 4111]]]",C
9,pcb_8b_cc_3.png,"[[[3060, 4360], [3060, 4407], [3131, 4407], [3131, 4404], [3132, 4403], [3133, 4403], [3134, 4402], [3135, 4402], [3135, 4365], [3134, 4365], [3133, 4364], [3132, 4364], [3131, 4363], [3131, 4360]]]",R
10,pcb_8b_cc_3.png,"[[[3076, 4270], [3076, 4285], [3075, 4286], [3075, 4313], [3078, 4313], [3079, 4312], [3130, 4312], [3130, 4277], [3131, 4276], [3131, 4271], [3080, 4271], [3079, 4270]]]",R
11,pcb_8b_cc_3.png,"[[[1910, 4405], [1910, 4406], [1909, 4407], [1909, 4429], [1910, 4430], [1910, 4431], [1911, 4432], [1911, 4433], [1962, 4433], [1962, 4431], [1963, 4430], [1964, 4430], [1964, 4410], [1963, 4409], [1963, 4408], [1962, 4408], [1961, 4407], [1961, 4405]]]",C
12,pcb_8b_cc_3.png,"[[[1453, 3934], [1453, 3935], [1452, 3936], [1451, 3936], [1450, 3937], [1449, 3937], [1448, 3938], [1448, 3960], [1449, 3961], [1450, 3961], [1451, 3962], [1451, 3963], [1501, 3963], [1501, 3962], [1502, 3961], [1503, 3961], [1504, 3960], [1505, 3960], [1506, 3959], [1506, 3942], [1505, 3941], [1504, 3941], [1503, 3940], [1503, 3937], [1502, 3937], [1501, 3936], [1500, 3936], [1499, 3935], [1499, 3934]]]",C
13,pcb_8b_cc_3.png,"[[[990, 3936], [990, 3937], [989, 3938], [981, 3938], [980, 3939], [980, 3962], [999, 3962], [1000, 3963], [1028, 3963], [1028, 3962], [1029, 3961], [1030, 3961], [1030, 3960], [1031, 3959], [1032, 3959], [1033, 3958], [1033, 3953], [1034, 3952], [1034, 3940], [1033, 3940], [1032, 3939], [1031, 3939], [1030, 3938], [1030, 3937], [997, 3937], [996, 3936]]]",C
14,pcb_8b_cc_3.png,"[[[799, 3927], [799, 3952], [800, 3953], [801, 3953], [802, 3954], [802, 3955], [845, 3955], [845, 3954], [846, 3953], [847, 3953], [848, 3952], [849, 3952], [850, 3951], [851, 3951], [851, 3930], [850, 3930], [849, 3929], [848, 3929], [847, 3928], [847, 3927]]]",C
15,pcb_8b_cc_3.png,"[[[1035, 4124], [1034, 4125], [1030, 4125], [1030, 4150], [1081, 4150], [1081, 4126], [1077, 4126], [1076, 4125], [1076, 4124]]]",C
16,pcb_8b_cc_3.png,"[[[857, 4122], [855, 4124], [851, 4124], [850, 4125], [850, 4126], [849, 4127], [849, 4128], [848, 4129], [848, 4143], [849, 4144], [849, 4146], [851, 4148], [852, 4148], [853, 4149], [873, 4149], [874, 4150], [898, 4150], [902, 4146], [902, 4129], [901, 4128], [901, 4126], [900, 4125], [899, 4125], [898, 4124], [898, 4123], [871, 4123], [870, 4122]]]",C
17,pcb_8b_cc_3.png,"[[[1373, 3870], [1373, 3879], [1372, 3880], [1372, 3900], [1423, 3900], [1424, 3901], [1431, 3901], [1431, 3871], [1421, 3871], [1420, 3870]]]",R
