Instance ID,Image File,Vertices,Designator
0,pcb_10b_cc_6.png,"[[[830, 586], [829, 587], [823, 587], [823, 588], [822, 589], [821, 589], [821, 592], [820, 593], [820, 595], [819, 596], [819, 599], [818, 600], [818, 644], [819, 645], [819, 652], [820, 652], [821, 653], [821, 657], [823, 659], [850, 659], [851, 658], [862, 658], [863, 657], [864, 657], [865, 656], [865, 609], [864, 608], [864, 594], [863, 593], [863, 590], [862, 589], [862, 587], [852, 587], [851, 586]]]",C
1,pcb_10b_cc_6.png,"[[[1082, 590], [1081, 591], [1076, 591], [1076, 598], [1075, 599], [1075, 652], [1076, 652], [1077, 653], [1077, 658], [1079, 658], [1080, 659], [1119, 659], [1119, 654], [1120, 653], [1121, 653], [1121, 597], [1120, 596], [1120, 592], [1119, 592], [1118, 591], [1118, 590]]]",C
2,pcb_10b_cc_6.png,"[[[431, 640], [430, 641], [426, 641], [425, 642], [424, 642], [423, 643], [423, 650], [422, 651], [422, 701], [423, 702], [423, 707], [424, 707], [425, 708], [426, 708], [428, 710], [465, 710], [466, 709], [467, 709], [468, 708], [469, 708], [469, 651], [468, 650], [468, 641], [467, 640], [465, 640], [464, 641], [456, 641], [455, 640]]]",C
3,pcb_10b_cc_6.png,"[[[1856, 584], [1855, 585], [1851, 585], [1850, 586], [1849, 586], [1849, 587], [1848, 588], [1846, 588], [1846, 589], [1845, 590], [1845, 648], [1846, 648], [1847, 649], [1847, 652], [1848, 652], [1849, 653], [1851, 653], [1852, 654], [1853, 654], [1854, 655], [1885, 655], [1886, 654], [1887, 654], [1888, 653], [1892, 653], [1892, 651], [1893, 650], [1893, 594], [1891, 592], [1891, 587], [1889, 587], [1888, 586], [1887, 586], [1886, 585], [1883, 585], [1882, 584]]]",C
4,pcb_10b_cc_6.png,"[[[929, 773], [929, 774], [927, 776], [923, 776], [923, 777], [922, 778], [918, 778], [918, 850], [950, 850], [951, 849], [966, 849], [966, 802], [965, 801], [965, 778], [958, 778], [957, 777], [957, 776], [956, 776], [955, 775], [955, 774], [950, 774], [949, 773]]]",R
5,pcb_10b_cc_6.png,"[[[1150, 778], [1149, 779], [1148, 779], [1148, 801], [1149, 802], [1149, 849], [1193, 849], [1194, 848], [1195, 848], [1195, 816], [1194, 815], [1194, 778]]]",R
6,pcb_10b_cc_6.png,"[[[1271, 779], [1270, 780], [1263, 780], [1264, 781], [1264, 834], [1265, 835], [1265, 849], [1309, 849], [1310, 848], [1311, 848], [1311, 795], [1310, 794], [1310, 779]]]",R
7,pcb_10b_cc_6.png,"[[[1627, 794], [1626, 795], [1623, 795], [1623, 796], [1622, 797], [1621, 797], [1620, 798], [1620, 799], [1619, 800], [1616, 800], [1616, 821], [1617, 822], [1617, 870], [1661, 870], [1661, 813], [1662, 812], [1663, 812], [1663, 802], [1661, 802], [1660, 801], [1660, 799], [1657, 799], [1654, 796], [1654, 795], [1652, 795], [1651, 794]]]",R
8,pcb_10b_cc_6.png,"[[[1740, 797], [1739, 798], [1734, 798], [1734, 850], [1735, 851], [1735, 868], [1767, 868], [1768, 867], [1781, 867], [1781, 862], [1780, 861], [1780, 808], [1779, 807], [1779, 797], [1778, 798], [1777, 798], [1776, 797]]]",R
9,pcb_10b_cc_6.png,"[[[1830, 798], [1829, 799], [1825, 799], [1825, 818], [1826, 819], [1826, 870], [1869, 870], [1870, 869], [1874, 869], [1874, 830], [1873, 829], [1873, 798]]]",R
